ID,CUENTA,PROMEDIO
1595,48081,7
1596,47334,8.7
1597,46956,5.2
1598,49838,5.4
1599,48219,5.8
1600,50522,5.5
1601,49944,8.1
1602,48477,5.1
1603,49659,6.8
1604,47225,7.6
1605,46911,8.1
1606,49417,10
1607,49983,5.3
1608,48380,6.3
1609,47080,5.3
1610,48359,10
1611,47106,10
1612,50127,7.5
1613,47303,6
1614,49050,8
1615,46735,6.3
1616,50014,6
1617,49512,7.4
1618,48212,7.9
1619,49534,6.5
1620,48283,5
1621,49749,9.6
1622,46853,9.6
1623,47166,10
1624,49355,8.7
1625,47451,10
1626,48848,9.9
1627,49199,8.5
1628,47480,9.8
1629,50515,8.4
1630,47695,10
1631,47449,6.2
1632,47334,6.4
1633,47712,7.9
1634,47963,8
1635,50411,5.2
1636,50343,9
1637,47458,9.4
1638,48253,9.3
1639,48296,10
1640,50534,6.3
1641,50553,8.6
1642,48883,9.4
1643,48493,5.8
1644,49745,10
1645,50679,9.3
1646,46751,8.9
1647,49117,9.9
1648,49512,7.1
1649,49440,6.4
1650,48310,8.3
1651,50261,8
1652,47107,8.2
1653,48499,6.8
1654,48359,8.5
1655,48888,9
1656,47486,7
1657,47597,8
1658,50203,7.3
1659,47159,7.6
1660,49314,7
1661,47981,7.7
1662,48789,9
1663,49312,9.5
1664,47221,10
1665,47239,6
1666,49153,9.5
1667,50117,10
1668,49098,9.1
1669,50466,10
1670,48563,6.2
1671,49769,8.2
1672,50234,5.2
1673,48609,5.7
1674,50746,7.9
1675,47829,9.2
1676,49873,9.4
1677,50723,9.5
1678,47709,10
1679,47303,6.7
1680,46967,5.6
1681,48020,8.8
1682,48152,6
1683,48422,5
1684,49965,7.3
1685,48917,9.8
1686,48179,5
1687,49898,10
1688,50200,7.7
1689,50060,7.5
1690,49420,6
1691,48645,9.5
1692,48875,7.3
1693,50347,7.6
1694,50714,7.2
1695,50433,5.1
1696,50166,10
1697,47452,6.6
1698,47750,5.1
1699,48211,10
1700,49226,10
1701,49897,7.3
1702,48737,10
1703,49286,8.3
1704,47278,7.8
1705,49695,10
1706,50098,9.7
1707,49173,7.1
1708,48731,10
1709,49447,6.2
1710,48624,6.1
1711,48304,10
1712,50017,6.8
1713,47244,10
1714,50344,8.4
1715,50137,6.2
1716,49061,5.9
1717,50365,7.9
1718,46827,10
1719,48475,9.4
1720,49244,8
1721,49874,8.3
1722,50244,5.5
1723,48140,7.8
1724,49617,5.2
1725,50439,6
1726,48354,6.9
1727,48107,10
1728,48699,5.2
1729,48077,9.7
1730,49999,8.4
1731,48699,7.9
1732,48781,10
1733,49810,10
1734,50154,6.5
1735,50753,10
1736,47616,9
1737,47653,7.8
1738,48884,10
1739,48891,10
1740,47935,8.3
1741,50134,8.1
1742,49459,9.7
1743,47446,9.5
1744,48906,10
1745,47028,7
1746,48123,9.4
1747,48331,10
1748,49929,6.8
1749,48708,10
1750,49385,10
1751,47806,6.2
1752,49330,8.3
1753,47888,7.9
1754,49125,7.4
1755,50246,6.7
1756,48013,8.3
1757,48590,9
1758,49228,5.7
1759,49427,9.1
1760,50057,9
1761,48823,9.4
1762,50063,6.2
1763,50320,10
1764,49564,8
1765,50202,9.6
1766,48882,7.4
1767,49712,8.2
1768,48263,8.2
1769,49000,9.8
1770,49521,8.3
1771,50560,5.5
1772,50008,10
1773,47156,10
1774,49502,8.1
1775,48993,10
1776,50446,5.3
1777,50458,5.6
1778,50519,7
1779,47838,7.5
1780,49408,9.6
1781,50851,9.3
1782,48537,7.3
1783,47121,8.9
1784,50477,10
1785,50388,6.9
1786,49860,5.9
1787,49776,9
1788,50190,9
1789,48368,5.2
1790,46975,8.6
1791,50098,10
1792,49209,6.7
1793,50088,9.8
1794,49144,9
1795,49952,5.1
1796,50030,10
1797,47480,9.3
1798,47105,7
1799,49264,7.9
1800,47359,5.6
1801,49698,7.1
1802,49927,9.9
1803,49633,9.4
1804,50237,8.2
1805,49681,8.5
1806,46908,6.9
1807,47391,10
1808,48908,9.6
1809,48450,10
1810,47360,6.8
1811,49791,6.4
1812,50062,5.1
1813,47302,8.1
1814,48496,5.3
1815,49399,9.9
1816,47409,6.6
1817,48798,6.2
1818,49239,6.3
1819,49008,10
1820,50861,8.6
1821,50130,9.8
1822,46959,9.2
1823,50351,6.6
1824,50808,5.5
1825,48637,10
1826,49639,5.5
1827,48388,8
1828,50862,9.3
1829,50652,6.2
1830,50019,5.9
1831,50904,9.4
1832,49927,9.8
1833,47010,6.8
1834,47129,5.7
1835,47146,6
1836,48813,10
1837,50294,9.5
1838,49851,7.5
1839,48851,9.9
1840,48160,10
1841,47540,9
1842,50370,10
1843,50270,7.3
1844,47054,6.7
1845,50549,9.8
1846,47468,9.5
1847,49017,7.5
1848,48878,8.8
1849,50236,8.7
1850,50727,8
1851,50298,8.8
1852,48438,9.1
1853,50377,9.9
1854,46986,7
1855,48712,5
1856,47627,5.6
1857,47832,10
1858,49230,5.6
1859,48084,8.1
1860,49936,9.9
1861,47694,9.9
1862,48970,8.7
1863,49375,7.6
1864,49629,7.5
1865,50616,10
1866,47038,5.6
1867,47494,9
1868,48049,10
1869,48952,5.7
1870,47008,6.6
1871,47687,6
1872,48333,5.8
1873,47472,9.9
1874,50611,8.6
1875,48103,10
1876,48175,7
1877,48644,6.8
1878,47958,8
1879,47646,8.5
1880,48833,7.2
1881,50289,5
1882,50738,6
1883,49202,5.9
1884,48305,8.2
1885,47450,5.6
1886,47589,6.1
1887,50940,5.8
1888,49298,9.1
1889,50430,10
1890,47654,9.1
1891,48308,5.2
1892,48366,7
1893,49187,7.4
1894,48273,6.5
1895,50398,5.4
1896,49282,6.7
1897,47453,5.6
1898,49029,10
1899,48719,10
1900,49962,5.1
1901,50441,6.5
1902,49533,6.5
1903,50973,8.5
1904,49444,6
1905,49683,8
1906,50164,10
1907,50280,5.3
1908,49553,8.5
1909,50184,5.3
1910,48566,8.8
1911,48784,5.9
1912,50449,6.7
1913,48389,9.2
1914,50402,7
1915,49470,9.4
1916,47176,5.5
1917,47980,6.5
1918,49214,8.2
1919,49658,10
1920,49527,9.9
1921,48390,6
1922,50198,8.6
1923,50818,10
1924,49186,6.4
1925,48824,9.8
1926,48540,5.9
1927,49600,9.4
1928,48795,6.5
1929,48221,7.4
1930,49277,8.1
1931,50013,6.9
1932,47978,8
1933,50892,10
1934,49094,7.8
1935,49644,8.3
1936,50597,9.3
1937,49546,8.9
1938,47294,8.7
1939,50158,6.2
1940,49402,9.7
1941,47765,8.4
1942,50108,6.4
1943,49046,6
1944,50922,6.7
1945,49053,7.5
1946,49216,5.6
1947,50771,10
1948,48246,8.7
1949,47390,9.4
1950,49750,9.8
1951,48752,10
1952,48846,5.6
1953,50583,8.1
1954,49696,10
1955,50378,5.4
1956,48511,10
1957,47582,8.5
1958,51034,5.5
1959,47526,8.4
1960,48210,9.4
1961,47189,6.6
1962,48534,9.8
1963,50114,10
1964,48718,6
1965,50248,5
1966,50726,10
1967,49701,7.7
1968,50516,8.8
1969,47434,9
1970,47509,10
1971,49626,7.4
1972,49588,5.7
1973,47343,8
1974,48851,6.9
1975,48238,6.6
1976,51009,10
1977,50230,5.1
1978,48589,9.2
1979,50882,7.4
1980,50316,10
1981,48668,9.3
1982,47090,10
1983,49777,5.7
1984,49922,8.1
1985,48986,7
1986,49296,9
1987,47351,8.5
1988,47141,5.3
1989,49148,7.3
1990,49364,10
1991,47283,8.4
1992,49376,8.4
1993,47193,8.1
1994,48496,10
1995,47644,8
1996,49259,5.4
1997,50746,7.8
1998,49419,5.5
1999,48188,5.5
2000,49019,8.9
2001,48499,7.6
2002,51061,5.7
2003,49666,7.1
2004,47273,7.6
2005,50068,8.7
2006,48886,6
2007,49838,6.1
2008,48758,7.5
2009,47225,8.3
2010,48243,9.8
2011,48868,9
2012,48030,8.7
2013,50034,7.3
2014,50109,8.6
2015,49436,7.4
2016,49528,9.2
2017,50928,6.7
2018,49848,10
2019,49025,8.8
2020,50525,9.5
2021,50562,9
2022,47140,6.7
2023,47794,10
2024,48866,5.4
2025,48915,6.6
2026,47457,8.5
2027,50673,10
2028,49360,8
2029,48266,8.3
2030,48956,6.2
2031,50674,9
2032,47818,6.1
2033,50418,9
2034,50966,6
2035,50203,5.8
2036,47353,10
2037,47419,10
2038,49448,7.1
2039,50676,8.8
2040,47506,5.2
2041,50116,8.3
2042,47780,10
2043,48332,9.6
2044,50247,10
2045,48293,8.4
2046,49899,10
2047,50690,7
2048,50097,10
2049,49098,7.3
2050,48768,5.2
2051,51073,6.4
2052,49357,10
2053,49824,9.4
2054,50007,10
2055,48636,7.6
2056,50766,9.6
2057,50051,10
2058,49429,9.5
2059,50021,5.6
2060,47294,10
2061,47237,5.9
2062,47233,5.7
2063,50088,6.6
2064,50878,8.7
2065,49291,6.9
2066,49817,9.4
2067,48687,6.1
2068,47744,8.2
2069,50055,7.4
2070,50315,5.9
2071,49972,9.6
2072,51021,9.4
2073,48089,6.2
2074,50234,6.7
2075,48976,5.6
2076,47364,7
2077,49564,10
2078,50303,9.6
2079,49559,8.4
2080,47215,8.8
2081,47654,9.4
2082,51084,6.8
2083,47213,9.4
2084,49416,7.3
2085,48513,8
2086,48349,10
2087,49224,9.2
2088,49305,8.4
2089,48125,10
2090,50914,7.4
2091,48390,7.8
2092,50922,6.9
2093,48652,6
2094,47694,7.5
2095,47383,10
2096,50258,6.5
2097,50639,7.7
2098,50374,6
2099,47793,9.5
2100,50881,7.9
2101,50393,8.2
2102,47509,6
2103,47782,7.9
2104,49582,10
2105,49434,9.9
2106,50627,5.6
2107,50610,6
2108,48174,10
2109,48393,8.4
2110,47912,5.7
2111,50503,7
2112,47654,8.6
2113,49932,8.4
2114,49069,8.4
2115,48125,5.9
2116,47756,9.1
2117,47343,8.2
2118,49822,7.1
2119,50697,8.4
2120,47423,6.4
2121,47632,9.1
2122,48854,8.2
2123,47434,8.2
2124,50500,6
2125,48108,8.9
2126,48994,6
2127,48081,7.6
2128,50027,8.3
2129,48281,9.7
2130,48590,5.6
2131,48431,10
2132,50825,10
2133,49190,7.4
2134,47665,7.9
2135,49339,5.7
2136,50038,6
2137,47313,6.3
2138,47717,6.4
2139,50279,7.3
2140,51016,8.1
2141,51017,8.1
2142,47807,8.6
2143,47401,7.2
2144,48348,10
2145,50615,5.7
2146,47403,7.4
2147,50600,9.3
2148,49319,7
2149,48659,7.4
2150,48889,9.9
2151,48554,8.1
2152,48757,6
2153,50969,8.2
2154,51191,8.7
2155,48022,9
2156,48979,7.4
2157,50765,7.4
2158,48579,10
2159,48886,7
2160,51077,5.7
2161,47520,10
2162,49068,9.7
2163,50767,9.5
2164,47341,10
2165,47953,5.1
2166,50893,6.3
2167,49461,7.9
2168,49985,10
2169,47324,9.7
2170,47326,9
2171,47496,5
2172,51187,9.1
2173,47961,5.8
2174,48428,6.2
2175,51124,8
2176,50935,6.6
2177,50280,8
2178,50596,9.3
2179,48958,10
2180,49983,6.2
2181,50714,7.8
2182,50380,7.8
2183,47780,10
2184,49472,9.2
2185,48880,9.7
2186,50247,9.2
2187,49275,9
2188,49160,5.1
2189,48719,7
2190,49311,6.6
2191,49185,9.5
2192,48045,5.2
2193,47812,9.7
2194,49926,5.5
2195,51167,5.9
2196,48535,9.2
2197,47794,9.1
2198,49081,9.9
2199,48607,6.8
2200,47300,9
2201,47940,5.1
2202,50507,8.8
2203,49185,6.2
2204,47377,10
2205,49240,6.7
2206,48045,10
2207,51301,7
2208,48607,8.1
2209,47648,6.9
2210,48308,10
2211,49272,8.9
2212,47368,7.7
2213,48921,5.2
2214,48019,5.3
2215,50524,6.6
2216,50815,6.5
2217,51009,7.4
2218,47791,7
2219,50244,7.7
2220,49903,5.5
2221,51213,10
2222,50172,5.1
2223,51163,5.5
2224,47595,7.8
2225,48176,6
2226,51249,6.7
2227,48886,5.9
2228,49779,10
2229,48516,9.5
2230,48730,6.1
2231,50044,10
2232,47771,6.5
2233,50553,10
2234,48264,7.3
2235,50235,7
2236,47810,7.7
2237,48667,9.6
2238,47982,5.6
2239,49561,9
2240,48265,6
2241,47575,5.6
2242,48733,7.6
2243,49323,5.7
2244,49880,5.7
2245,50058,5.4
2246,48493,5.9
2247,50610,10
2248,49321,7.6
2249,47524,8.6
2250,50706,6.4
2251,49416,10
2252,50481,8.5
2253,48506,5.9
2254,50653,9.4
2255,50363,9.4
2256,49460,7.4
2257,49294,9.2
2258,50535,7.7
2259,49453,7.2
2260,50855,10
2261,48665,5.6
2262,48945,10
2263,49274,9.8
2264,48717,6.9
2265,50677,9.8
2266,49887,8.5
2267,49541,7.4
2268,50187,6.7
2269,49332,6
2270,51178,8
2271,50500,6.1
2272,50223,9.8
2273,48096,8.2
2274,49514,8.6
2275,49480,7.1
2276,48026,6.6
2277,48810,10
2278,51327,8.6
2279,50327,8
2280,50215,10
2281,50582,9.7
2282,49910,7.1
2283,48957,10
2284,49502,6.8
2285,49149,5.7
2286,49171,5.4
2287,49237,7.3
2288,50346,6.1
2289,48627,9
2290,49210,5.2
2291,49120,5.6
2292,51289,9
2293,50000,9.4
2294,47910,8.1
2295,47945,7.1
2296,48991,6.3
2297,47960,6
2298,47887,7
2299,49886,10
2300,48903,5.9
2301,50413,8
2302,49614,7.5
2303,48336,9.3
2304,47664,6
2305,48513,8.1
2306,48298,7.3
2307,49418,9.5
2308,49217,8.7
2309,47481,9.1
2310,48507,5
2311,51142,7.2
2312,49893,7.5
2313,51197,6.3
2314,51355,6.8
2315,50118,5.3
2316,49063,5.8
2317,50140,6
2318,50988,7.5
2319,47780,8
2320,47778,5.1
2321,48852,8
2322,50766,9.4
2323,47767,9
2324,50690,6
2325,47711,7.3
2326,51061,6.7
2327,49076,10
2328,48278,10
2329,47482,5.3
2330,51268,6
2331,48913,6.3
2332,50909,8.7
2333,49174,10
2334,51384,5.8
2335,49225,10
2336,47753,5.5
2337,50534,8.8
2338,50512,5.5
2339,50285,8.5
2340,49985,9.2
2341,47916,6.1
2342,50858,5.9
2343,48422,5.6
2344,48519,6.3
2345,49219,10
2346,50027,10
2347,50605,9.9
2348,49314,6.4
2349,51118,10
2350,50884,7
2351,50531,7
2352,50304,6.6
2353,49192,9.3
2354,49430,5.5
2355,48235,6.5
2356,50475,7.9
2357,49842,9.1
2358,51427,6.3
2359,51192,8.9
2360,48324,10
2361,50993,7.9
2362,47850,7.4
2363,48204,10
2364,48988,9.7
2365,50678,7.2
2366,48820,10
2367,49341,6.5
2368,48314,10
2369,50107,10
2370,49402,10
2371,49438,5.9
2372,47859,5.8
2373,48097,5.6
2374,50956,5.9
2375,49273,7.9
2376,50529,10
2377,49740,7.1
2378,49519,6.5
2379,48019,7.9
2380,47609,7.8
2381,50226,9.9
2382,47521,6.5
2383,47848,10
2384,47791,8.8
2385,51071,9.4
2386,49454,9.6
2387,49160,7
2388,47700,10
2389,50668,6.8
2390,48667,8.4
2391,48792,5.1
2392,48309,5.6
2393,49267,7.6
2394,49123,6
2395,50225,10
2396,49951,7.9
2397,51466,6.1
2398,47951,7.7
2399,48208,7.6
2400,48173,6.9
2401,49900,9
2402,47694,6.6
2403,51437,5.9
2404,50485,6
2405,49846,8.7
2406,49091,10
2407,50975,8
2408,49466,5.6
2409,50348,9.4
2410,50930,8
2411,47747,8
2412,48662,7.2
2413,51510,6.3
2414,50826,7
2415,47638,7.7
2416,50333,8.1
2417,51182,10
2418,48558,10
2419,48843,6.1
2420,50020,7.5
2421,50659,8.1
2422,48368,9.3
2423,49781,9.7
2424,50199,6
2425,51508,10
2426,49243,8
2427,48211,7.5
2428,48258,9
2429,49705,7.1
2430,48576,10
2431,48502,9.1
2432,47896,9
2433,50639,9.2
2434,47755,7.6
2435,48903,6
2436,50258,9.3
2437,49776,8.6
2438,51283,5.2
2439,51030,10
2440,49932,10
2441,51191,6
2442,48025,6.2
2443,48997,10
2444,48129,6.2
2445,48570,5.5
2446,50737,6.5
2447,50002,6.2
2448,47923,10
2449,47590,10
2450,48703,6.1
2451,51395,9.2
2452,50545,6.1
2453,50919,5.1
2454,49088,5.7
2455,48804,5.3
2456,51294,10
2457,49812,6.3
2458,49362,7.6
2459,50800,10
2460,48940,6.8
2461,48426,6.6
2462,49756,8.5
2463,48161,8.6
2464,49473,9.5
2465,50247,7.4
2466,50287,9
2467,49403,10
2468,48270,10
2469,49764,9
2470,49631,9.9
2471,49225,9.2
2472,48904,7.2
2473,47620,8
2474,48978,8.4
2475,49674,7.8
2476,48639,5.2
2477,49286,8.1
2478,49950,10
2479,47686,5.8
2480,50773,10
2481,48643,9
2482,48866,6.7
2483,51241,8.9
2484,51253,8.2
2485,50154,10
2486,47805,6.8
2487,49055,8.9
2488,51473,9.3
2489,49442,8
2490,49069,6.4
2491,49117,10
2492,49826,8
2493,49652,8.8
2494,51539,7.9
2495,50028,10
2496,51176,8.8
2497,50504,10
2498,51440,9
2499,50048,8.1
2500,50156,8.4
2501,48079,8.5
2502,49383,7.1
2503,50864,8.7
2504,49895,7.7
2505,48781,7.1
2506,48577,10
2507,51486,7
2508,49085,7.1
2509,49980,9.2
2510,49713,6.6
2511,49538,10
2512,50324,9.7
2513,48440,7.4
2514,47933,5.8
2515,49985,7.5
2516,49910,8.3
2517,50909,9.8
2518,51006,9.2
2519,50024,7.4
2520,49985,10
2521,49617,9.1
2522,47813,9
2523,51314,8.7
2524,49261,7.4
2525,51612,5.3
2526,49012,7.8
2527,49837,6.4
2528,47890,8.7
2529,48088,10
2530,48464,7.1
2531,51169,6.8
2532,50916,6.9
2533,50667,8.5
2534,48943,7.7
2535,49344,10
2536,49979,7.4
2537,48474,8
2538,48169,10
2539,49867,7.4
2540,50743,10
2541,49945,5
2542,48205,10
2543,49416,9.2
2544,50828,7.5
2545,50797,7
2546,48417,6.4
2547,48246,8.3
2548,48244,7.1
2549,50260,8.7
2550,48885,7
2551,50903,6.8
2552,48892,10
2553,47858,7.3
2554,49351,10
2555,50414,7.2
2556,49929,7.5
2557,50157,10
2558,47723,10
2559,48669,8.7
2560,49355,10
2561,51428,7.2
2562,50249,10
2563,49036,6.5
2564,51091,7.1
2565,50526,9.2
2566,50778,8.8
2567,50314,8.8
2568,51555,10
2569,48332,5.2
2570,49705,9
2571,49012,5.7
2572,51274,10
2573,51126,8.6
2574,51534,7.4
2575,48216,8.7
2576,49233,5
2577,49664,6.6
2578,51288,6.7
2579,49206,7.2
2580,51652,6.2
2581,47876,10
2582,51202,9.4
2583,47751,5.7
2584,49479,5.3
2585,48343,5.2
2586,49123,8.1
2587,51474,10
2588,48547,10
2589,49460,7.5
2590,50334,8.4
2591,49383,5.8
2592,48499,9.1
2593,49541,8.6
2594,49106,8
2595,51604,9
2596,51077,6.8
2597,49722,8.6
2598,50962,7.9
2599,48010,10
2600,47801,6.6
2601,51135,8.4
2602,50397,9.8
2603,48181,9.3
2604,49375,5.6
2605,49609,9.2
2606,49875,6.7
2607,48789,6.3
2608,51215,5.1
2609,48388,10
2610,48256,6.9
2611,51493,7
2612,49835,6
2613,49796,10
2614,48985,8
2615,51475,7.1
2616,51330,8.8
2617,48161,8.2
2618,50777,8.4
2619,50877,6.8
2620,49090,7.7
2621,47946,5.5
2622,50254,9.4
2623,48020,7.2
2624,50040,7.4
2625,50476,8.2
2626,49943,7.8
2627,49311,7.4
2628,48114,6.5
2629,50258,8.8
2630,49141,5.8
2631,48548,9.1
2632,48463,10
2633,51107,5
2634,48236,6.1
2635,49815,6.6
2636,48350,10
2637,50293,7
2638,50028,5.8
2639,51320,8
2640,50895,6.8
2641,47944,8.5
2642,50729,9.6
2643,49325,5.6
2644,51559,5
2645,50776,8.1
2646,50060,9.1
2647,48474,7.5
2648,49879,6.9
2649,49121,10
2650,49485,10
2651,50123,10
2652,48623,5.4
2653,50692,5.8
2654,50268,9.9
2655,49975,6.6
2656,48875,7
2657,48289,5.7
2658,50272,7.2
2659,48505,9.9
2660,49869,9.7
2661,51395,7.2
2662,49433,8.8
2663,51327,6.2
2664,51380,10
2665,48687,7.4
2666,48664,6.2
2667,47810,9.7
2668,49297,6
2669,51469,10
2670,49814,6
2671,48636,5.1
2672,48251,9.3
2673,49920,7.6
2674,48192,10
2675,49039,9.6
2676,50708,6.4
2677,50923,7.8
2678,51428,9.8
2679,50754,6.1
2680,49903,7.1
2681,49366,8.8
2682,50470,8.4
2683,49235,8.6
2684,51366,6.6
2685,50979,5.7
2686,49659,9.7
2687,49947,5.8
2688,48260,8.7
2689,48032,9.8
2690,49766,9.4
2691,51769,9.9
2692,50826,6.1
2693,47834,7.6
2694,50464,9.8
2695,49861,6.3
2696,50675,7.1
2697,49565,9.6
2698,50170,5.8
2699,49809,9.3
2700,50611,7.3
2701,51635,6.1
2702,48741,7.7
2703,50115,5.1
2704,48497,10
2705,50083,6.6
2706,50408,6.3
2707,47888,5.2
2708,48947,5.1
2709,48428,6
2710,50698,6.9
2711,51154,10
2712,49858,10
2713,49964,9.5
2714,50021,5
2715,49431,6
2716,51354,5.6
2717,50170,7.2
2718,51018,9.9
2719,47839,9.8
2720,49690,9
2721,51533,7.5
2722,50641,10
2723,48617,7.9
2724,49648,6
2725,49618,5.9
2726,48614,8
2727,49475,10
2728,47891,5.6
2729,49111,5.9
2730,51640,7
2731,50138,5.6
2732,48609,7
2733,47918,6
2734,50847,9
2735,49508,10
2736,49726,8
2737,51268,8.3
2738,51449,5.6
2739,48371,5.6
2740,49148,5.1
2741,50573,8.2
2742,48140,10
2743,49855,7.3
2744,47994,6
2745,47884,8.6
2746,49828,7.5
2747,50725,9.1
2748,51390,9.5
2749,50551,8.6
2750,49310,6.4
2751,48803,6
2752,49167,7
2753,51661,6.4
2754,49513,6
2755,49019,9.9
2756,47894,6.5
2757,51097,9.2
2758,47987,5.3
2759,49970,10
2760,48465,5.1
2761,48758,7.2
2762,50487,9.6
2763,50934,10
2764,49211,8.9
2765,51381,10
2766,50173,6.4
2767,49529,5.6
2768,48244,7.8
2769,51167,8.1
2770,48500,7.3
2771,50595,10
2772,49975,10
2773,51452,8.7
2774,48457,5.3
2775,48596,7
2776,48278,8.9
2777,50978,6.2
2778,49814,10
2779,49022,7.8
2780,50669,5.8
2781,49332,7
2782,49351,8.2
2783,49707,6.4
2784,48037,10
2785,48247,6.5
2786,48422,8.7
2787,50542,6
2788,49747,6.6
2789,51115,7.4
2790,51560,9.6
2791,50648,9.4
2792,51653,9.8
2793,49972,6.6
2794,48666,7.7
2795,48131,7.2
2796,51739,6.4
2797,51181,9.5
2798,50603,7.8
2799,51436,8.2
2800,49546,7.4
2801,50499,9.9
2802,49000,9.5
2803,51333,9.6
2804,51153,10
2805,48427,6.3
2806,49073,5.5
2807,49151,9
2808,49584,5
2809,49802,7.6
2810,50649,8.1
2811,49436,9.7
2812,49935,10
2813,51253,6.4
2814,51671,9.5
2815,48191,10
2816,50612,8.5
2817,51695,6
2818,49342,7.1
2819,49993,8.8
2820,50412,10
2821,49783,10
2822,48240,9.4
2823,50921,6.2
2824,47999,9
2825,49733,5.5
2826,50615,6.1
2827,49150,5.7
2828,49212,8.5
2829,50562,7.6
2830,49038,5.9
2831,48302,7.1
2832,50639,5.7
2833,49021,5.4
2834,50046,5.8
2835,50643,5.6
2836,50264,7.5
2837,50598,10
2838,51648,7.5
2839,49172,5.1
2840,50786,7.9
2841,49084,6
2842,51879,5.1
2843,49597,8.6
2844,48015,5.3
2845,51341,7.1
2846,51685,6.5
2847,49103,8.4
2848,51189,6.3
2849,49248,6.2
2850,48852,6.6
2851,50342,5.8
2852,50951,6.2
2853,49416,10
2854,51610,7.5
2855,48220,7.2
2856,51641,6
2857,49364,10
2858,51510,9.3
2859,50412,7.1
2860,51867,7.7
2861,50665,9.1
2862,51805,5
2863,50937,9.2
2864,50739,5.5
2865,48315,9.9
2866,48149,8.8
2867,48385,8.7
2868,48242,8
2869,48991,7.8
2870,48446,8.5
2871,51851,6
2872,49664,8.8
2873,50394,7.9
2874,48047,10
2875,50835,10
2876,48533,7.5
2877,47984,10
2878,48000,8.5
2879,48104,5.6
2880,50170,10
2881,50707,8.3
2882,49840,8
2883,50153,8.2
2884,50296,5.9
2885,51088,6
2886,48629,9.9
2887,51667,5.5
2888,50891,6.2
2889,50062,7.7
2890,49000,9.2
2891,48841,7.3
2892,50344,7.3
2893,50549,5.4
2894,50598,6.6
2895,49572,10
2896,51862,9.6
2897,49328,6.1
2898,51956,6.2
2899,50791,7
2900,50642,6.9
2901,50837,10
2902,48116,9.2
2903,50801,5
2904,48831,10
2905,49269,10
2906,49570,7.9
2907,49680,10
2908,48130,7.7
2909,51167,5.8
2910,50335,6.7
2911,50525,6.7
2912,48199,8.5
2913,51926,5
2914,49498,8.1
2915,48235,10
2916,50849,8.2
2917,50444,8.2
2918,49897,7.5
2919,50132,10
2920,48372,8
2921,50948,10
2922,49306,6.7
2923,51106,8.4
2924,51708,6.8
2925,49909,5.6
2926,51967,6.6
2927,49748,7
2928,48050,5.5
2929,48326,10
2930,50695,9.1
2931,49116,10
2932,49695,5
2933,48586,6.8
2934,50231,7.5
2935,51005,7.8
2936,50512,7.3
2937,49631,10
2938,48138,5.4
2939,49789,9.5
2940,49529,5.5
2941,50939,10
2942,48144,7.1
2943,51757,10
2944,51126,5.1
2945,51834,5.6
2946,51971,8.5
2947,48506,6.3
2948,49029,7.5
2949,51842,5.2
2950,50335,6
2951,48133,9.4
2952,50736,6
2953,51655,5.2
2954,48680,9
2955,49546,9.2
2956,50628,5.6
2957,51130,5.7
2958,49414,5.9
2959,48829,8.8
2960,50174,9.7
2961,48261,5
2962,50976,5
2963,50047,10
2964,48556,7.6
2965,50054,6.2
2966,51774,9.9
2967,48333,8.9
2968,50848,7.6
2969,50937,5.1
2970,51743,10
2971,50293,5.5
2972,48227,7.8
2973,48910,5.8
2974,49847,7.1
2975,49270,10
2976,49724,9.2
2977,48645,10
2978,49005,8.3
2979,51465,9
2980,49638,7.3
2981,48124,7.5
2982,51023,9
2983,48500,10
2984,48725,5.6
2985,51725,10
2986,51229,8.2
2987,50073,8.1
2988,50158,5.1
2989,48945,8.2
2990,48289,5
2991,51502,5.5
2992,50293,9.3
2993,49782,9.6
2994,49340,9.9
2995,51664,8.6
2996,48904,9.4
2997,50292,9.6
2998,48358,8.2
2999,49256,8.2
3000,49963,10
3001,49689,9
3002,49779,10
3003,49467,5.5
3004,51896,10
3005,50204,8.4
3006,50156,7.5
3007,50653,6.3
3008,51823,10
3009,51442,6.9
3010,48545,10
3011,51709,5.6
3012,51254,10
3013,49165,10
3014,49872,6.2
3015,50784,6.5
3016,51003,10
3017,48490,10
3018,49631,5.9
3019,48871,5.4
3020,50646,10
3021,48281,6.2
3022,50340,8.6
3023,50825,8
3024,50024,10
3025,49949,5.2
3026,49324,5.8
3027,48489,9.4
3028,50595,7.6
3029,50076,8.6
3030,51460,8.2
3031,51261,10
3032,48823,6.1
3033,51850,5.1
3034,48704,10
3035,49247,5.7
3036,48499,10
3037,50040,10
3038,51922,10
3039,49828,5.1
3040,48620,10
3041,49677,6.6
3042,50544,9.6
3043,49448,7.9
3044,48441,8.5
3045,48848,8.8
3046,49645,6.6
3047,51750,7.6
3048,49777,5.2
3049,50777,9.9
3050,49683,8.2
3051,49665,6.6
3052,48227,9.6
3053,51145,9.8
3054,48950,7.5
3055,49370,10
3056,49343,8
3057,51696,9
3058,50482,5.5
3059,51068,7.4
3060,51881,5.9
3061,48589,5.2
3062,49515,8.2
3063,48318,10
3064,50546,6.4
3065,49823,6.6
3066,48964,10
3067,50250,10
3068,49877,5.8
3069,50166,10
3070,50769,6.2
3071,48226,8
3072,51174,8.2
3073,49602,7
3074,48807,7
3075,49610,7.6
3076,50029,10
3077,50861,7.8
3078,49581,7.3
3079,48551,8.2
3080,50007,9.6
3081,50193,8
