con,n_pro_viv,n_ren,ent,eda,zona,emp_ppal,ing7c,rama,ingocup
40019,20,3,2,27,1,1,2,3,9890
40029,301,1,2,56,1,2,2,4,10750
40029,263,2,2,27,1,1,2,1,11610
40033,88,1,2,25,1,2,2,2,9890
40033,88,2,2,21,1,2,2,2,11610
40033,43,3,2,24,1,2,2,3,10000
40036,51,1,2,62,1,1,2,3,10756
40039,18,1,2,37,1,2,2,4,12900
40044,69,3,2,20,1,1,1,4,6450
40046,101,3,2,31,1,1,1,4,4300
40055,46,3,2,21,1,2,2,2,12900
40058,44,2,2,36,1,2,4,2,40000
40064,99,2,2,25,1,2,2,3,10750
40064,73,1,2,41,1,2,2,2,17200
40068,52,4,2,14,1,1,1,1,8600
40074,51,1,2,61,1,1,2,4,11610
40081,155,5,2,49,1,2,2,2,11610
40082,109,1,2,23,1,1,3,4,25000
40091,74,1,2,46,1,2,1,2,5375
40101,157,1,2,39,1,2,1,2,7740
40102,29,2,2,38,1,1,2,2,10750
40108,204,2,2,34,1,2,2,3,12900
40108,2,1,2,35,1,2,2,4,17200
40111,18,3,2,28,1,2,1,2,2500
40116,45,2,2,52,1,1,1,4,4300
40117,26,2,2,56,1,1,1,4,4300
40119,13,1,2,56,1,2,1,3,6800
40119,177,1,2,53,1,2,2,2,10750
40126,58,5,2,20,1,1,2,3,10750
40135,18,2,2,51,1,1,1,1,2150
40153,21,1,2,53,1,1,2,2,10750
40158,105,1,2,34,1,1,2,3,12900
40168,25,1,2,33,1,1,2,4,12900
40169,7,1,2,49,1,1,2,1,12900
40169,7,3,2,17,1,1,1,1,8600
40170,113,1,2,48,1,2,2,4,9890
40177,113,1,2,40,1,1,2,4,12900
40179,17,2,2,18,1,1,1,3,5160
40194,21,1,2,40,1,2,2,2,13975
40205,10,1,2,26,1,2,2,3,12470
40205,51,1,2,53,1,2,2,3,9460
40220,43,1,2,60,1,1,2,1,17200
40220,43,2,2,36,1,1,2,3,10750
40237,5,2,2,37,1,2,2,2,15050
40240,100,1,2,33,1,2,3,4,27950
40246,105,2,2,48,1,2,4,4,46000
40248,56,1,2,40,1,1,2,4,10750
40253,115,2,2,31,1,2,2,2,11610
40254,24,1,2,48,1,1,2,4,17200
40264,53,1,2,46,1,1,2,3,12900
40264,53,4,2,23,1,2,2,2,12900
40274,52,1,2,39,1,2,2,3,12000
40280,72,2,2,60,1,1,1,3,2150
40280,32,1,2,28,1,1,2,4,12900
40280,32,2,2,26,1,1,1,4,3870
40280,18,3,2,19,1,1,1,3,7740
40284,113,2,2,23,1,2,2,2,11180
40289,71,4,2,27,1,1,2,4,10750
40293,31,1,2,42,1,2,2,3,12900
40297,52,1,2,38,1,1,3,4,21500
40298,94,3,2,31,1,2,2,2,11180
40302,82,4,2,21,1,2,2,2,12900
40309,63,2,2,44,1,2,1,3,9000
40309,91,1,2,68,1,2,2,1,17200
40313,109,1,2,34,1,2,2,4,12900
40316,20,1,2,35,1,1,1,4,8600
40328,29,1,2,61,1,1,2,3,10750
40328,65,2,2,42,1,2,1,4,8600
40335,74,2,2,49,1,2,2,2,12900
40337,17,1,2,59,1,2,4,4,30100
40338,156,2,2,58,1,1,1,3,3010
40342,9,2,2,45,1,2,2,3,14000
40352,121,1,2,41,1,1,2,3,12900
40354,111,1,2,37,1,1,2,3,15050
40363,106,2,2,26,1,2,2,4,11610
40363,69,3,2,29,1,2,2,2,11180
40368,78,2,2,58,1,1,1,4,4515
40373,108,2,2,47,1,1,1,3,9030
40380,31,4,2,25,1,2,2,4,10750
40386,18,2,2,53,1,2,2,2,11610
40386,112,1,2,45,1,1,2,4,17200
40401,82,1,2,63,1,2,2,4,10750
40407,21,2,2,63,1,2,4,1,35475
40410,118,1,2,57,1,2,1,4,8600
40413,132,1,2,54,1,1,1,4,5160
40416,69,2,2,74,1,1,1,2,8600
40416,12,1,2,35,1,1,2,4,12900
40002,105,2,25,39,2,1,1,4,6000
40008,2,5,25,29,2,2,2,2,6450
40009,34,3,25,20,2,1,1,3,4300
40014,53,1,25,54,2,1,2,4,8600
40014,112,2,25,37,2,2,2,4,12000
40021,57,3,25,28,2,1,2,4,11610
40027,42,1,25,42,2,2,4,3,20000
40028,54,1,25,29,2,2,3,4,13000
40029,25,1,25,45,2,1,4,1,21500
40035,30,1,25,66,2,2,1,4,6000
40038,27,2,25,20,2,2,1,3,5160
40038,120,1,25,47,2,1,3,1,12900
40047,61,3,25,48,2,2,3,1,12900
40051,22,2,25,40,2,1,1,3,5160
40055,40,2,25,52,2,2,2,3,7740
40064,36,7,25,58,2,2,2,3,9460
40076,20,1,25,48,2,2,2,4,12000
40077,13,1,25,46,2,2,3,3,17200
40078,125,2,25,22,2,2,2,3,6800
40080,60,2,25,19,2,1,1,4,3010
40084,109,6,25,33,2,2,3,4,14000
40086,108,1,25,49,2,1,2,1,8600
40094,93,2,25,27,2,1,3,4,12900
40098,7,1,25,59,2,2,3,4,18000
40100,92,1,25,45,2,2,2,2,9000
40101,86,1,25,37,2,1,1,2,4300
40102,63,1,25,44,2,2,2,4,12000
40105,63,3,25,26,2,2,2,3,10750
40108,8,1,25,51,2,1,3,1,17200
40115,26,3,25,22,2,1,3,2,12900
40117,106,1,25,53,2,1,3,1,12900
40117,106,4,25,34,2,1,2,1,8600
40117,61,1,25,63,2,2,2,4,6800
40120,115,1,25,39,2,2,3,4,12900
40122,30,4,25,13,2,1,1,4,2150
40122,57,3,25,58,2,2,3,4,15000
40122,104,1,25,53,2,1,4,1,21500
40124,71,1,25,32,2,2,4,3,30000
40125,118,2,25,68,2,2,3,4,15050
40127,103,1,25,34,2,1,2,4,10750
40130,147,2,25,22,2,2,2,4,6450
40131,35,1,25,42,2,1,3,1,12900
40133,44,1,25,20,2,1,1,4,5160
40133,91,2,25,50,2,2,1,4,6000
40135,114,4,25,23,2,2,1,4,6000
40149,42,1,25,54,2,2,3,2,12900
40151,49,1,25,47,2,2,2,3,12040
40154,29,2,25,51,2,2,1,3,6000
40162,72,1,25,34,2,2,3,4,18000
40162,122,1,25,50,2,2,2,4,7740
40170,16,4,25,24,2,2,1,4,6200
40171,7,2,25,22,2,2,2,4,12000
40171,45,2,25,46,2,1,2,4,8600
40174,52,4,25,19,2,2,2,4,7310
40180,114,3,25,20,2,2,2,4,6450
40182,4,1,25,45,2,2,2,4,8600
40192,3,2,25,41,2,1,1,3,4000
40195,43,1,25,51,2,2,4,1,25000
40197,52,1,25,43,2,1,1,4,3870
40200,263,1,25,40,2,1,2,4,7310
40200,55,2,25,26,2,1,3,1,13760
40207,72,2,25,38,2,1,1,4,4300
40208,81,3,25,36,2,2,2,1,6450
40208,9,1,25,27,2,2,3,4,17200
40210,126,1,25,40,2,2,1,4,4300
40218,24,2,25,17,2,1,2,4,6450
40233,109,2,25,17,2,1,1,4,2150
40234,84,1,25,53,2,2,3,3,12900
40235,19,3,25,14,2,1,1,4,3870
40235,38,1,25,48,2,2,3,4,18060
40235,38,2,25,46,2,2,3,3,16000
40240,75,1,25,57,2,2,4,3,25800
40241,40,3,25,18,2,1,1,4,4300
40247,84,2,25,39,2,2,3,4,13000
40255,62,2,25,49,2,2,2,4,12000
40255,62,3,25,24,2,1,2,4,8000
40257,51,1,25,44,2,1,2,4,6880
40282,16,2,25,50,2,2,4,4,19000
40285,105,1,25,34,2,2,4,6,30000
40287,26,3,25,26,2,2,3,4,14000
40288,7,5,25,30,2,2,2,3,9000
40291,9,1,25,54,2,2,3,4,15000
40296,112,1,25,25,2,2,2,3,12000
40297,79,1,25,45,2,2,3,4,17000
40305,57,1,25,52,2,2,2,4,6500
40306,64,2,25,54,2,2,2,3,12000
40309,3,2,25,32,2,1,1,2,3870
40313,45,4,25,53,2,2,2,4,12000
40315,13,2,25,30,2,2,2,3,8600
40318,27,2,25,58,2,2,2,4,10320
40320,67,1,25,47,2,2,3,4,14600
40321,20,3,25,34,2,2,2,4,7400
40325,93,2,25,28,2,2,2,2,6880
40326,72,2,25,32,2,2,4,4,21200
40331,101,2,25,41,2,1,2,2,12000
40338,80,1,25,55,2,2,3,4,17200
40338,80,2,25,54,2,2,1,3,6000
40338,137,1,25,69,2,1,2,4,7740
40339,15,3,25,50,2,1,2,1,8600
40339,15,4,25,44,2,1,1,2,5590
40342,62,3,25,17,2,1,1,3,4300
40343,27,3,25,21,2,2,2,4,7800
40344,105,1,25,65,2,1,1,3,5160
40347,21,3,25,15,2,1,1,4,4300
40348,29,3,25,29,2,2,2,4,6800
40350,50,1,25,30,2,2,3,4,17200
40353,107,2,25,62,2,1,2,4,10750
40357,85,1,25,66,2,2,4,4,26000
40359,65,1,25,41,2,2,3,4,14000
40360,6,3,25,21,2,2,1,3,3440
40367,107,4,25,43,2,1,3,1,12900
40376,38,1,25,43,2,2,5,3,38000
40377,9,2,25,47,2,2,1,4,4300
40384,93,1,25,51,2,2,3,1,17200
40386,45,4,25,22,2,2,2,4,10750
40388,89,1,25,44,2,2,2,4,9200
40389,16,2,25,44,2,1,2,4,6880
40389,16,3,25,70,2,1,1,4,4310
40391,35,1,25,50,2,1,4,4,20006
40391,35,2,25,49,2,1,1,4,5160
40394,131,1,25,22,2,1,2,4,10750
40402,111,2,25,50,2,2,1,3,4730
40404,15,1,25,54,2,2,3,4,18000
40404,15,2,25,27,2,2,1,4,4500
40404,15,3,25,23,2,2,1,4,4300
40405,81,2,25,37,2,2,2,4,7000
40407,66,3,25,22,2,2,1,4,6000
40416,90,2,25,23,2,2,1,3,4300
40416,90,3,25,18,2,1,2,3,6450
40416,131,1,25,36,2,1,2,3,6450
40004,88,1,26,47,2,2,5,2,43000
40009,65,1,26,34,2,2,3,2,17200
40012,20,1,26,29,2,1,2,4,6450
40013,17,1,26,25,2,2,2,4,7000
40023,156,5,26,36,2,2,2,3,8600
40030,77,2,26,26,2,2,2,4,11000
40033,65,1,26,53,2,2,2,2,10750
40035,14,2,26,23,2,2,2,2,11000
40035,39,1,26,35,2,2,4,4,20000
40036,74,2,26,29,2,2,2,4,7310
40036,35,3,26,24,2,2,2,4,7740
40037,33,1,26,64,2,1,4,4,21500
40039,15,1,26,43,2,2,2,4,8600
40040,33,4,26,26,2,2,4,2,30100
40047,123,1,26,31,2,2,3,4,18060
40054,64,2,26,47,2,2,2,4,12000
40055,83,2,26,45,2,2,1,2,1290
40056,98,2,26,21,2,1,2,4,9000
40057,50,1,26,37,2,1,3,4,12900
40064,59,1,26,51,2,2,3,1,15050
40068,74,3,26,41,2,1,1,4,2580
40070,5,2,26,61,2,1,1,3,4300
40072,104,1,26,50,2,1,1,4,4300
40072,116,1,26,44,2,2,1,3,6000
40072,116,2,26,44,2,2,3,4,16000
40072,30,1,26,33,2,2,3,4,18000
40076,133,2,26,30,2,2,2,4,10000
40082,36,1,26,68,2,2,2,3,8600
40082,74,2,26,60,2,1,2,4,12000
40087,189,2,26,33,2,2,5,4,34400
40089,38,1,26,49,2,2,3,4,12900
40091,113,3,26,22,2,1,2,4,7740
40091,25,1,26,41,2,2,3,4,15500
40092,115,3,26,26,2,2,2,3,12000
40092,115,4,26,19,2,2,2,3,7740
40104,9,2,26,28,2,2,4,4,21900
40105,82,3,26,51,2,1,3,2,12900
40106,25,3,26,30,2,2,2,4,8600
40106,25,5,26,22,2,2,2,4,6450
40110,19,1,26,72,2,1,1,2,430
40111,113,1,26,64,2,1,1,1,4300
40115,78,1,26,48,2,1,3,4,15050
40120,45,1,26,38,2,2,2,3,10750
40122,30,1,26,51,2,1,3,4,17200
40122,30,5,26,31,2,1,2,3,8600
40129,84,2,26,21,2,2,2,1,6450
40131,89,2,26,27,2,2,2,4,12000
40137,63,2,26,38,2,2,1,4,4000
40140,110,3,26,38,2,2,3,2,12900
40143,11,1,26,56,2,2,3,3,15000
40145,16,1,26,39,2,2,2,4,6600
40145,16,3,26,21,2,2,2,3,8170
40146,64,5,26,44,2,2,2,4,6450
40146,117,1,26,37,2,2,2,4,8000
40149,71,2,26,18,2,1,1,4,2150
40153,5,2,26,22,2,1,1,4,4730
40156,38,1,26,27,2,2,3,4,17200
40156,61,3,26,26,2,2,1,2,6020
40157,100,1,26,29,2,2,2,1,12000
40159,40,1,26,46,2,1,2,1,10750
40160,54,1,26,50,2,2,3,4,16000
40160,54,2,26,42,2,2,2,4,8000
40161,69,1,26,52,2,1,2,3,7740
40163,96,1,26,52,2,2,2,4,10000
40163,96,2,26,50,2,2,3,4,16000
40165,128,1,26,48,2,1,3,1,15050
40176,4,1,26,51,2,2,2,3,7200
40185,159,2,26,28,2,2,2,4,7310
40187,93,2,26,38,2,2,3,3,15000
40190,58,2,26,61,2,2,2,4,9460
40201,47,2,26,41,2,2,4,4,21500
40206,1,4,26,22,2,2,2,3,8600
40207,21,3,26,41,2,2,3,4,15050
40211,64,1,26,26,2,2,2,2,7740
40212,102,1,26,20,2,2,2,4,6500
40217,49,1,26,45,2,2,4,4,24000
40223,8,1,26,47,2,1,2,4,8600
40225,16,1,26,44,2,2,3,4,12900
40226,9,2,26,20,2,2,1,2,4300
40230,14,2,26,31,2,2,1,4,5160
40232,29,1,26,66,2,1,2,4,8600
40233,59,1,26,48,2,2,3,4,14000
40240,13,1,26,32,2,2,3,4,15050
40242,66,1,26,33,2,2,2,4,10750
40243,98,1,26,48,2,2,2,2,11180
40244,160,1,26,44,2,2,5,4,64500
40245,4,2,26,41,2,1,2,4,9400
40267,5,4,26,21,2,2,2,4,6450
40267,101,4,26,20,2,1,1,1,5160
40268,9,3,26,24,2,2,2,4,8600
40270,61,2,26,32,2,2,2,6,6880
40271,60,1,26,32,2,1,2,4,10750
40273,84,1,26,41,2,2,2,1,10750
40276,43,2,26,35,2,1,2,4,10750
40288,69,1,26,64,2,1,2,1,10000
40291,33,3,26,17,2,1,1,2,4300
40298,108,1,26,49,2,2,2,4,9000
40299,63,1,26,50,2,2,4,1,25800
40302,12,1,26,30,2,2,3,2,17600
40303,12,4,26,22,2,2,2,3,7740
40303,12,6,26,27,2,2,2,3,7000
40305,38,1,26,77,2,2,1,3,4300
40308,99,1,26,28,2,2,4,4,20000
40319,53,1,26,42,2,2,1,4,1500
40319,87,4,26,23,2,1,2,4,9000
40322,21,4,26,25,2,2,2,2,8600
40322,58,1,26,41,2,2,2,2,8170
40327,139,2,26,43,2,2,2,4,11180
40327,27,1,26,36,2,2,3,3,12900
40332,43,3,26,27,2,1,2,1,8600
40332,88,1,26,38,2,2,2,3,8000
40333,158,1,26,35,2,1,1,4,5160
40334,186,1,26,40,2,2,2,4,6450
40334,186,2,26,22,2,2,2,2,7740
40342,69,1,26,45,2,2,3,4,14000
40344,39,1,26,51,2,2,2,2,12040
40348,94,2,26,26,2,2,3,4,16000
40350,24,2,26,35,2,2,4,4,20000
40352,85,1,26,56,2,1,2,1,6880
40352,2,2,26,28,2,2,2,3,7400
40357,23,2,26,33,2,2,2,4,9000
40357,86,3,26,44,2,2,2,2,6450
40358,15,1,26,42,2,2,4,5,23000
40358,58,2,26,17,2,1,1,3,1500
40367,95,2,26,46,2,1,5,3,35000
40369,58,1,26,60,2,2,3,4,13000
40375,104,3,26,50,2,1,2,3,6450
40375,63,1,26,37,2,2,3,4,12900
40376,87,1,26,39,2,2,3,3,18000
40380,161,2,26,40,2,2,2,4,8600
40384,89,2,26,45,2,2,2,4,8000
40384,6,2,26,42,2,1,2,4,6450
40385,114,5,26,26,2,1,2,2,7740
40387,5,1,26,21,2,2,2,2,6450
40389,68,1,26,57,2,1,1,2,3440
40391,15,5,26,25,2,2,2,2,6880
40392,1,3,26,24,2,2,2,3,10750
40394,16,4,26,26,2,2,2,4,11000
40394,111,1,26,58,2,1,2,1,10750
40395,97,1,26,40,2,2,2,3,7740
40399,95,1,26,46,2,2,3,4,15050
40405,43,2,26,47,2,2,2,4,9890
40406,81,1,26,74,2,1,1,4,5160
40406,8,1,26,41,2,2,5,4,50000
40411,21,2,26,30,2,2,2,4,10750
40417,18,1,26,50,2,2,3,4,15000
40001,103,2,10,23,2,2,3,4,14000
40002,39,2,10,38,2,2,4,4,20000
40004,81,1,10,70,2,1,1,2,2150
40010,31,3,10,22,2,2,2,3,6500
40014,46,2,10,45,2,2,2,4,7095
40015,95,1,10,41,2,2,2,4,9000
40019,93,1,10,34,2,2,4,4,20000
40020,99,2,10,38,2,2,2,2,8600
40025,67,1,10,67,2,2,4,4,25000
40026,29,4,10,21,2,1,1,2,5160
40030,27,2,10,35,2,1,1,4,1720
40031,62,4,10,20,2,1,1,1,4300
40032,245,1,10,37,2,1,3,4,15000
40032,443,1,10,44,2,2,3,4,14000
40033,24,1,10,36,2,2,2,4,12000
40034,4,1,10,41,2,2,2,4,8000
40040,37,2,10,41,2,1,2,4,6450
40049,92,4,10,27,2,2,2,2,8600
40050,69,2,10,49,2,1,2,4,7500
40050,69,3,10,28,2,1,2,4,12000
40050,124,1,10,34,2,2,2,3,8000
40055,39,1,10,52,2,1,3,4,15000
40058,69,2,10,56,2,2,2,2,8600
40059,135,2,10,27,2,2,3,4,14000
40060,72,1,10,48,2,2,4,4,21500
40060,72,3,10,25,2,1,2,4,6450
40060,136,1,10,37,2,2,3,4,15000
40064,95,3,10,29,2,1,2,3,6450
40066,102,2,10,31,2,1,1,4,4300
40071,144,1,10,61,2,2,1,4,5160
40073,146,1,10,54,2,1,1,2,5160
40076,2,1,10,52,2,1,2,4,6450
40084,66,1,10,24,2,2,1,2,6200
40087,72,2,10,22,2,2,1,4,5000
40087,72,3,10,20,2,2,1,4,5000
40089,340,1,10,79,2,2,2,4,7600
40094,12,1,10,56,2,1,1,4,5590
40095,72,1,10,44,2,2,3,1,15000
40099,56,1,10,39,2,1,1,3,5590
40099,56,3,10,15,2,1,1,4,2580
40107,90,2,10,43,2,1,2,2,8600
40110,56,1,10,46,2,2,2,4,7800
40110,115,2,10,38,2,1,1,3,5160
40110,85,2,10,53,2,2,2,4,8000
40120,28,1,10,47,2,2,2,4,8000
40121,13,2,10,50,2,1,1,4,2580
40121,13,3,10,27,2,2,2,3,7200
40123,78,4,10,27,2,2,2,4,10000
40125,46,3,10,77,2,1,1,4,1290
40128,79,1,10,50,2,1,2,1,8600
40132,117,1,10,52,2,1,2,1,8600
40133,70,3,10,20,2,1,2,1,6450
40134,99,4,10,38,2,2,2,2,6880
40134,99,6,10,29,2,2,1,4,6000
40137,34,2,10,28,2,2,2,4,7000
40144,75,1,10,56,2,1,1,4,5160
40145,17,1,10,54,2,2,3,4,15000
40146,12,3,10,22,2,2,1,2,5160
40146,79,3,10,27,2,1,2,2,7310
40152,159,2,10,24,2,2,1,4,6000
40155,272,1,10,30,2,2,2,3,8600
40156,1,1,10,41,2,2,2,2,9030
40158,15,3,10,28,2,2,2,4,7000
40162,150,1,10,35,2,2,2,4,7600
40164,49,1,10,36,2,2,2,4,11400
40167,31,3,10,23,2,2,1,4,3200
40168,34,1,10,51,2,2,2,2,12000
40171,35,1,10,59,2,1,1,4,1505
40178,71,1,10,55,2,1,1,6,5160
40179,79,2,10,25,2,2,2,2,8600
40196,10,3,10,47,2,2,1,4,4300
40203,7,1,10,49,2,2,2,2,8000
40204,45,1,10,39,2,1,2,4,11000
40213,64,1,10,37,2,2,2,2,11610
40215,51,2,10,42,2,2,2,4,7000
40224,80,1,10,58,2,2,2,4,12000
40234,131,1,10,53,2,2,2,4,12000
40236,214,2,10,52,2,1,2,4,6880
40250,52,3,10,50,2,1,1,3,5160
40252,97,1,10,58,2,2,1,4,5400
40255,84,1,10,52,2,1,1,4,5934
40258,65,8,10,31,2,1,1,1,6020
40261,76,1,10,39,2,2,3,3,15050
40271,75,8,10,14,2,1,1,2,1290
40272,23,3,10,27,2,2,2,2,6880
40274,100,2,10,38,2,2,2,2,6708
40296,51,2,10,38,2,2,2,3,8000
40298,71,2,10,40,2,2,2,3,7740
40301,124,9,10,21,2,1,2,1,6880
40303,103,1,10,41,2,1,2,4,8600
40305,45,1,10,20,2,2,2,2,7740
40311,100,1,10,33,2,1,3,4,17200
40321,83,2,10,40,2,1,2,3,6450
40322,57,1,10,67,2,1,2,4,6450
40323,125,1,10,42,2,1,2,3,7000
40325,96,2,10,19,2,2,2,3,8600
40338,4,1,10,37,2,2,3,2,14620
40340,58,1,10,32,2,2,2,4,12000
40340,7,1,10,60,2,2,2,2,8000
40345,97,1,10,49,2,1,2,1,8600
40345,97,3,10,23,2,1,2,1,6450
40345,69,2,10,48,2,2,2,4,6800
40349,120,2,10,32,2,1,2,3,8600
40351,32,2,10,31,2,1,1,4,4300
40362,35,2,10,23,2,1,1,4,4300
40373,92,1,10,41,2,2,2,4,7740
40383,66,1,10,50,2,2,1,1,4300
40385,97,3,10,28,2,2,2,5,7740
40395,150,1,10,59,2,2,2,2,10320
40399,97,3,10,18,2,2,1,4,5160
40406,52,2,10,27,2,2,2,4,12400
40417,112,1,10,55,2,1,1,4,5160
40007,107,2,18,59,2,1,2,6,6450
40007,163,2,18,15,2,1,1,4,3440
40012,104,1,18,40,2,1,1,4,6000
40015,26,2,18,64,2,2,2,1,6450
40015,54,1,18,42,2,2,1,4,6200
40016,57,1,18,64,2,2,3,4,18000
40018,7,2,18,15,2,1,1,4,1462
40018,107,2,18,25,2,1,2,4,7740
40031,35,3,18,26,2,1,2,4,7000
40041,20,2,18,25,2,1,3,1,12900
40055,83,6,18,59,2,2,1,3,6020
40057,25,2,18,25,2,2,2,4,10000
40066,9,1,18,46,2,2,2,4,11000
40071,38,3,18,22,2,1,1,4,3870
40072,68,2,18,45,2,2,4,4,20000
40077,83,1,18,42,2,2,2,4,10000
40091,102,1,18,50,2,1,2,1,8600
40097,126,2,18,36,2,2,2,3,6450
40099,93,1,18,42,2,2,2,3,8600
40100,16,1,18,63,2,2,2,3,8600
40101,45,2,18,26,2,2,2,2,6321
40103,55,1,18,35,2,1,1,4,3010
40170,82,1,10,51,2,2,4,4,20000
40171,13,3,10,43,2,2,2,2,6450
40172,25,1,10,49,2,1,3,2,12900
40174,84,4,10,35,2,2,2,2,6880
40181,89,2,10,27,2,1,2,4,7740
40184,11,1,10,30,2,2,4,4,24000
40187,127,2,10,47,2,1,1,4,4300
40187,71,1,10,42,2,2,2,4,6450
40189,76,1,10,36,2,1,4,4,25800
40194,85,4,10,23,2,2,2,3,6450
40198,53,3,10,23,2,2,2,4,9000
40199,121,1,10,50,2,2,2,1,9030
40199,88,2,10,31,2,1,1,4,5400
40203,69,8,10,28,2,2,3,1,12900
40219,82,2,10,30,2,2,2,4,12000
40240,88,1,10,36,2,2,2,2,6450
40242,103,1,10,56,2,1,1,4,6020
40245,110,2,10,36,2,1,2,4,7310
40272,141,1,10,57,2,1,3,1,12900
40275,21,1,10,43,2,2,1,3,5000
40289,92,1,10,58,2,2,2,2,6450
40289,92,3,10,38,2,1,1,4,3225
40289,121,1,10,61,2,2,1,4,4300
40294,33,1,10,55,2,1,1,3,5160
40295,53,1,10,32,2,2,4,4,25000
40306,77,3,10,18,2,1,1,3,5160
40309,113,5,10,23,2,2,2,4,10000
40319,98,1,10,56,2,2,2,4,6665
40320,79,1,10,52,2,2,2,3,9890
40332,3,1,10,59,2,1,2,4,8000
40341,40,1,10,56,2,1,3,4,17200
40341,40,6,10,31,2,2,1,2,6020
40348,60,3,10,15,2,1,1,1,4300
40358,49,2,10,50,2,2,2,4,12400
40362,112,2,10,40,2,2,3,4,14000
40378,140,1,10,55,2,1,2,1,6880
40409,12,1,10,46,2,1,1,3,5676
40413,21,1,10,50,2,1,1,3,1290
40008,69,1,18,68,2,1,1,4,2580
40017,74,1,18,46,2,2,2,6,6880
40021,122,1,18,29,2,2,5,2,64500
40022,85,2,18,42,2,1,1,3,4000
40024,48,2,18,46,2,2,2,4,9800
40046,2,3,18,42,2,1,1,4,4300
40046,21,3,18,67,2,2,2,4,8000
40052,133,1,18,40,2,1,2,4,9030
40057,88,1,18,56,2,2,3,4,14000
40074,100,1,18,41,2,1,3,3,12900
40075,49,1,18,37,2,2,3,3,14000
40086,46,1,18,57,2,2,2,4,6450
40086,140,1,18,25,2,1,1,4,3225
40097,147,1,18,46,2,2,2,4,6800
40097,147,2,18,24,2,2,3,4,12540
40097,147,3,18,23,2,2,1,4,2500
40107,78,1,18,34,2,1,2,4,10750
40109,133,1,18,29,2,1,3,1,15480
40113,111,2,18,65,2,1,2,4,6450
40115,51,2,18,39,2,2,2,3,10000
40121,58,1,18,41,2,1,1,4,2580
40124,9,1,18,36,2,2,1,4,5000
40128,83,2,18,32,2,1,3,4,12900
40128,50,2,18,30,2,1,2,3,6450
40130,63,1,18,60,2,1,1,4,860
40133,112,1,18,50,2,2,2,4,9000
40134,152,5,18,25,2,1,2,4,11825
40140,9,1,18,38,2,2,2,4,6600
40141,146,2,18,30,2,1,1,3,4300
40145,124,1,18,51,2,2,3,4,12900
40146,14,4,18,27,2,1,1,4,3010
40146,14,5,18,26,2,2,2,2,7740
40147,58,1,18,71,2,2,5,2,34400
40149,39,3,18,34,2,2,5,1,43000
40149,85,2,18,67,2,1,1,3,4300
40152,40,1,18,36,2,2,3,1,15050
40156,42,2,18,23,2,2,1,4,4730
40158,4,3,18,20,2,1,1,4,6000
40161,15,1,18,51,2,2,3,1,12900
40163,108,1,18,68,2,2,4,4,30000
40164,67,2,18,37,2,2,2,3,9000
40165,76,10,18,41,2,1,1,2,1290
40167,60,1,18,33,2,2,2,4,12000
40170,95,2,18,29,2,2,2,3,10000
40171,11,1,18,26,2,1,2,1,10750
40172,69,1,18,19,2,2,2,3,7000
40174,115,2,18,45,2,2,1,3,6000
40176,72,2,18,35,2,1,1,4,1505
40177,106,1,18,64,2,2,1,4,5200
40179,21,1,18,28,2,1,1,2,2580
40183,2,2,18,40,2,2,2,4,9000
40183,38,1,18,41,2,1,4,4,25800
40184,68,2,18,28,2,1,2,3,12000
40186,32,2,18,43,2,2,3,4,18000
40188,59,1,18,43,2,2,1,4,6000
40188,59,3,18,17,2,1,1,4,1720
40189,38,2,18,60,2,1,1,3,1300
40190,74,2,18,25,2,2,3,4,12900
40192,25,1,18,35,2,2,3,4,14000
40194,90,1,18,40,2,2,2,4,12000
40202,32,2,18,20,2,1,1,4,3225
40213,100,1,18,50,2,2,2,2,6450
40219,135,2,18,54,2,2,2,4,7600
40223,1,4,18,30,2,1,2,4,10750
40223,27,2,18,32,2,2,1,4,6200
40229,68,1,18,62,2,1,2,4,6450
40230,13,2,18,59,2,2,1,4,4300
40232,119,1,18,47,2,2,1,3,5590
40233,35,2,18,51,2,2,2,3,8000
40233,53,2,18,48,2,1,3,1,12900
40234,89,1,18,58,2,1,2,1,7740
40234,112,3,18,33,2,2,1,4,6000
40236,2,1,18,39,2,2,2,4,6450
40236,90,1,18,62,2,1,1,2,4730
40236,90,2,18,18,2,1,1,4,5160
40238,18,2,18,51,2,2,5,3,34400
40240,7,3,18,17,2,1,1,4,1548
40244,68,2,18,49,2,1,2,1,10750
40245,76,1,18,52,2,2,2,4,8600
40250,83,1,18,29,2,2,3,6,12900
40255,66,4,18,24,2,2,3,4,15000
40255,66,5,18,27,2,2,3,4,15000
40258,315,1,18,36,2,1,3,1,15050
40260,1,3,18,42,2,2,2,4,11200
40261,62,3,18,36,2,1,1,4,2150
40266,52,3,18,42,2,1,1,1,4300
40267,33,1,18,25,2,2,2,3,10000
40269,43,2,18,25,2,1,2,1,12000
40280,233,2,18,21,2,1,2,4,6880
40281,101,1,18,52,2,1,2,3,6450
40286,39,1,18,67,2,2,1,6,4167
40286,103,1,18,34,2,2,3,4,18000
40290,15,6,18,15,2,1,1,3,860
40292,33,4,18,21,2,1,1,3,6000
40293,108,1,18,45,2,2,2,4,12000
40300,36,1,18,54,2,1,1,4,3870
40300,36,2,18,34,2,2,1,3,5600
40301,56,1,18,64,2,1,1,2,860
40302,69,1,18,47,2,2,2,4,9000
