con,n_pro_viv,n_ren,ent,eda,zona,emp_ppal,ing7c,rama,ingocup
40010,125,5,13,30,2,1,1,4,5160
40187,81,3,14,41,2,2,4,2,24000
40437,83,2,9,30,2,1,1,4,6000
41387,52,1,28,45,1,1,1,2,6880
41346,31,1,5,58,2,2,2,2,11970
60033,149,1,1,52,2,2,2,3,6880
40060,3,1,12,56,2,2,2,4,10000
1601,82,1,3,36,2,2,4,4,30000
40205,94,1,23,44,2,2,2,4,12000
40240,16,3,18,48,2,1,2,1,9460
41333,11,1,15,37,2,2,3,2,15000
60036,4,4,30,44,2,1,1,6,3870
40242,95,1,3,40,2,1,5,4,40000
40239,117,1,31,27,2,1,3,1,12900
41159,1,2,8,35,1,1,4,2,43000
60012,216,1,1,45,2,2,2,1,6450
40246,65,2,22,33,2,2,2,3,8600
41298,49,2,28,31,1,2,3,2,20000
40092,30,2,24,27,2,2,3,4,14000
50030,232,2,25,41,2,1,3,3,15000
50032,148,1,29,69,2,1,1,6,1720
40268,53,3,13,21,2,1,2,4,6880
60009,73,1,16,38,2,1,2,6,8600
40159,129,1,14,44,2,2,3,3,16000
40304,25,2,31,43,2,1,2,4,7500
41188,10,2,7,31,2,1,1,4,6000
40400,103,1,13,37,2,2,2,4,8000
50005,194,1,1,55,2,1,2,3,6450
40136,23,1,3,37,2,2,1,3,5590
60004,218,1,8,36,2,2,2,4,12000
40593,48,5,21,22,2,1,1,1,4300
40326,10,1,10,44,2,1,4,4,20000
50006,88,1,7,40,2,2,3,4,14000
40296,46,2,25,29,2,2,2,4,10000
50070,153,2,30,38,2,2,2,3,12040
50061,178,3,25,18,2,1,2,1,11180
40171,64,2,6,60,2,1,1,4,1720
50003,252,1,29,26,2,1,1,2,1075
40233,50,1,1,41,2,1,1,3,2150
41283,44,1,2,46,1,2,2,4,16555
40329,13,1,23,51,2,2,2,4,7300
50033,435,1,3,30,2,2,5,1,34400
41181,104,1,7,38,2,2,3,4,12900
40270,84,3,1,20,2,1,2,4,7740
40260,88,1,15,48,2,1,2,2,8600
50068,11,2,5,43,1,1,1,4,6450
50016,195,1,1,49,2,1,1,4,2580
50059,115,3,12,31,2,1,2,4,7000
50014,157,1,27,53,2,2,2,4,6800
40320,33,1,32,47,2,2,4,4,30100
40169,10,5,2,38,1,2,2,4,11610
50003,16,1,31,46,2,1,2,4,8600
50034,35,2,31,57,2,2,1,3,6020
40275,31,1,17,55,2,1,2,1,10750
50006,193,2,7,19,2,2,2,4,8000
40230,36,3,10,31,2,1,2,4,7310
40060,51,1,11,30,2,2,2,4,10000
41252,182,4,4,21,2,2,2,4,7400
60014,391,3,17,28,2,1,1,4,3440
40416,2,3,7,31,2,2,1,3,5600
40393,76,3,19,20,2,2,2,3,10320
60020,228,2,30,45,2,1,1,4,2150
40303,118,2,13,27,2,2,2,4,10000
40018,194,1,8,28,2,1,3,3,12900
40356,49,1,26,67,2,1,2,4,7740
41232,13,1,2,57,1,1,1,1,4300
41323,75,1,8,42,1,1,1,4,6450
40038,75,5,16,20,2,1,2,1,8170
50021,261,2,12,34,2,2,3,2,12900
41160,77,5,10,12,2,1,1,3,1290
40085,17,2,23,46,2,2,1,4,6000
50102,246,1,4,67,2,1,1,6,583
40038,100,3,5,20,2,1,1,3,4300
40324,60,3,13,27,2,2,2,4,7740
50031,52,1,19,37,2,2,2,4,8600
40039,99,1,19,49,2,2,2,4,10750
50005,12,4,3,21,2,2,1,4,5600
41324,110,1,7,50,2,1,2,3,7500
50085,13,1,23,43,2,2,1,4,4800
60007,196,3,19,28,2,2,1,2,5160
50013,72,1,27,32,2,1,1,4,3000
50041,211,1,12,64,2,1,1,6,3870
40284,20,1,12,61,2,1,1,1,4300
50043,46,2,8,48,2,1,2,4,8000
40011,63,1,30,41,2,1,2,2,7740
40369,5,1,12,42,2,1,2,1,10750
41051,25,2,4,46,2,2,5,5,35000
50027,60,1,1,46,2,2,3,4,13000
60005,239,1,15,52,2,1,1,4,860
50115,28,1,25,59,2,2,2,4,7600
60008,238,6,22,18,2,1,2,4,6450
40189,15,3,5,23,2,2,5,2,60000
40347,39,1,25,29,2,2,3,4,14000
50025,271,5,31,47,2,1,1,4,3225
40091,75,2,16,40,2,2,2,3,9890
60020,94,2,18,49,2,1,1,2,500
50079,14,2,11,51,2,2,4,3,24000
60017,236,1,18,34,2,1,1,1,3870
40190,125,1,12,31,2,1,3,1,12900
40302,19,2,2,37,1,1,1,3,2580
50004,205,1,13,44,2,1,2,4,6450
50038,72,4,20,20,2,1,1,3,5160
41177,35,1,10,57,2,2,3,4,14000
40086,106,3,15,41,2,2,2,4,7000
41308,41,1,7,61,2,2,1,4,6000
50029,219,1,20,60,2,1,2,1,8600
40363,97,1,5,54,2,1,2,4,6450
40337,42,1,21,53,2,1,1,1,3010
50162,184,6,28,21,2,1,1,4,4300
40142,58,1,18,52,2,2,2,3,8600
40042,29,5,26,30,2,2,2,3,9890
41156,80,2,5,43,2,2,2,4,9000
50020,171,1,31,53,2,1,2,2,9000
41235,51,1,30,52,2,2,2,4,7000
40442,16,1,11,31,2,1,2,2,8600
40280,1,1,2,47,1,2,1,4,3600
50017,339,2,15,30,2,2,2,2,7740
50037,511,2,16,30,2,1,1,3,4300
50011,179,1,29,42,2,1,2,1,6880
50127,218,3,8,23,2,2,2,4,9890
40406,40,3,19,29,2,2,5,2,43000
50054,21,5,32,18,2,1,2,1,6880
50009,56,2,22,22,2,1,2,1,7740
50110,79,2,25,32,2,2,2,3,10000
50031,230,2,31,26,2,2,2,4,10000
50056,1,3,5,30,1,2,1,1,8600
41044,1,2,30,56,2,2,2,3,7740
50196,12,1,28,46,2,2,3,4,18000
40211,95,3,31,26,2,1,1,4,3010
40590,93,4,19,39,2,2,2,2,10100
60001,142,4,18,35,2,2,4,4,20000
40361,69,1,26,28,2,2,4,3,20000
40019,55,2,11,24,2,2,2,2,8600
40121,38,2,12,52,2,2,2,3,6450
40123,75,1,31,60,2,1,2,1,8170
60010,42,1,12,33,2,2,1,6,2500
60003,113,1,4,51,2,1,4,3,21000
40307,69,1,31,35,2,2,2,3,8610
40155,89,3,32,25,2,2,1,2,5590
60003,51,2,26,51,2,1,1,3,1075
60004,130,1,3,49,2,2,5,3,43000
50027,54,1,28,26,1,2,1,4,6450
40105,12,3,3,30,2,2,2,1,8000
40028,105,1,2,47,1,1,2,4,10750
40250,49,1,3,45,2,2,4,4,20000
40215,84,3,31,33,2,2,2,3,8600
40038,97,3,16,23,2,1,2,1,7740
41025,116,3,28,20,1,2,1,3,9245
50051,711,1,6,34,2,2,1,4,3000
50041,38,1,18,31,2,2,2,3,10001
50075,84,6,23,19,2,1,1,4,5160
40325,131,1,3,22,2,2,3,3,12900
40016,118,3,14,30,2,2,2,5,9000
40068,85,2,6,48,2,2,2,3,7200
60010,282,4,20,19,2,2,2,3,7200
40256,463,1,29,51,2,1,3,4,15050
41004,14,1,5,49,2,2,2,2,8600
50036,184,4,31,20,2,1,1,3,2150
40053,113,1,16,57,2,1,2,4,6450
40224,146,1,13,67,2,1,1,4,5375
40190,25,1,27,43,2,2,4,4,26000
40167,14,1,32,76,2,2,1,4,2580
60014,66,1,6,22,2,2,2,4,8600
50088,121,3,30,21,2,1,1,2,4300
40038,81,1,32,32,2,2,3,4,14000
50038,83,2,13,38,2,1,1,4,2580
50042,62,3,31,32,2,2,2,4,9000
22398,280,3,13,36,2,1,1,6,5375
41083,22,1,28,36,1,2,1,4,3200
40331,16,3,14,29,2,2,2,3,8170
41369,87,1,5,55,2,1,2,1,8600
50015,366,4,14,27,2,1,1,4,2800
40209,28,1,23,47,2,1,2,3,8000
50029,253,6,14,80,2,1,2,4,7500
60015,178,1,12,50,2,2,1,6,1000
50042,35,1,16,32,2,2,2,4,12000
50056,272,3,32,23,2,1,2,4,12000
41046,43,1,4,35,2,2,4,4,20000
60012,132,3,18,24,2,2,2,6,7000
60024,54,1,13,62,2,1,1,3,1290
40378,131,2,20,37,2,2,2,4,10600
40036,8,1,3,22,2,2,2,3,8000
50039,75,1,22,59,2,2,1,2,6020
40089,75,1,26,26,2,1,2,4,7000
40574,72,1,11,49,2,1,2,2,10750
41229,8,2,8,17,1,2,2,3,10354
60004,43,3,5,14,2,1,1,3,1290
50134,89,3,30,23,2,1,1,4,5160
50112,10,1,23,55,2,2,2,4,12000
41189,117,1,15,56,2,2,2,3,6880
50046,143,2,5,42,1,2,2,3,10750
41324,119,2,5,59,2,1,1,4,3870
50078,8,4,10,21,2,1,3,4,12900
40001,134,4,26,36,2,2,2,2,6880
40314,2,1,24,44,2,1,3,4,17200
60006,136,1,15,61,2,1,2,4,9675
40282,20,1,20,26,2,2,1,4,6000
50002,159,2,20,44,2,1,1,2,2000
40037,46,2,2,39,1,1,1,2,6450
50127,171,1,5,45,2,2,2,3,12000
60006,176,1,6,52,2,1,1,6,2580
40101,46,1,26,47,2,2,2,4,12000
40304,95,5,17,40,2,2,2,4,12000
41348,22,3,30,23,2,2,2,3,6450
40173,207,1,20,43,2,1,1,4,4300
60014,36,2,22,34,2,1,2,4,7740
41219,50,2,2,19,1,2,2,4,12000
40416,53,1,11,63,2,1,1,3,1290
60004,231,1,9,43,2,1,2,4,9000
22307,269,1,21,30,2,2,2,1,6880
41247,22,2,4,50,2,1,2,4,7740
41315,37,2,15,44,2,2,2,4,9600
50067,283,2,26,52,1,1,2,4,12900
40390,12,6,27,20,2,1,1,4,3870
50004,139,1,31,47,2,2,2,2,6450
50014,85,1,24,51,2,1,1,4,2150
40285,31,2,11,43,2,2,3,4,15000
40327,139,4,26,20,2,2,2,2,6450
40129,88,2,8,23,2,1,2,4,9000
50086,29,4,25,25,2,1,1,2,5160
40535,19,2,14,55,2,1,2,2,8600
50009,172,1,19,51,2,2,3,4,17600
40583,167,3,9,27,2,2,2,4,7000
50052,24,7,20,22,2,1,2,6,7500
40588,40,3,21,31,2,1,2,3,6880
40259,48,1,8,58,2,1,2,3,10320
41180,82,1,15,41,2,2,2,2,8402
40169,124,3,29,20,2,2,1,2,5160
50022,295,1,21,41,2,2,1,6,3500
40182,92,3,4,30,2,1,1,4,4300
40275,97,2,5,38,2,1,2,3,10750
50018,26,1,14,30,2,2,3,4,13600
40448,31,3,14,38,2,1,1,4,4300
50056,153,4,22,14,2,1,2,4,8600
50016,83,4,19,25,2,2,2,4,10000
40234,31,2,26,51,2,2,2,3,7310
40228,129,4,10,17,2,1,1,4,3440
40122,13,1,24,48,2,2,2,3,10750
60022,807,1,24,46,2,2,3,2,15050
60005,185,1,10,18,2,1,3,1,12900
50016,98,3,6,28,2,2,2,2,7740
50115,126,2,25,56,2,1,1,6,3000
40184,76,1,15,33,2,1,2,4,10750
40365,73,5,6,20,2,1,2,1,7740
60001,103,1,26,49,1,1,1,3,7740
40445,66,2,19,39,2,2,1,4,5590
22307,25,2,21,51,2,1,2,4,6450
40206,62,1,20,41,2,2,3,4,16000
40144,38,1,8,43,2,2,2,4,8600
60006,169,1,10,49,2,2,2,2,10750
50085,72,1,8,33,2,1,1,2,5590
1092,115,3,12,22,2,1,1,3,5160
40418,37,2,27,61,2,1,3,4,12900
60027,12,1,12,31,2,1,1,2,800
60032,63,1,7,43,2,1,1,6,708
40158,68,1,25,57,2,2,5,4,50000
50041,28,1,11,59,2,2,2,2,8000
60005,154,1,13,40,2,1,2,4,7525
50036,209,2,21,48,2,1,1,3,800
41105,216,1,4,47,2,1,3,4,12900
50077,39,1,12,28,2,1,3,4,14000
41379,94,1,7,61,2,1,1,4,5160
40046,339,1,12,45,2,2,3,4,18000
50046,101,3,22,30,2,2,1,2,4300
50095,217,3,4,37,2,1,1,4,1000
41327,31,1,28,37,1,2,2,4,10750
40237,18,1,4,36,2,2,2,4,6400
60032,49,3,12,26,2,1,2,6,9030
50022,90,3,31,23,2,1,1,4,2900
40406,64,2,31,46,2,1,1,6,100
40119,94,1,18,40,2,2,1,4,6000
40635,11,3,9,15,2,1,1,2,3225
50010,33,3,26,32,2,1,2,4,8600
40552,72,1,9,48,2,2,5,4,80000
40235,90,1,10,42,2,2,2,2,6450
40145,58,1,10,80,2,2,2,4,12000
40336,83,1,6,51,2,1,3,4,15480
40138,77,1,31,45,2,2,2,4,10320
41252,73,1,28,42,1,1,2,1,15050
40326,50,1,7,58,2,1,1,2,2580
60032,191,1,18,57,2,1,1,6,5000
60023,302,1,4,48,2,1,2,4,6450
60006,192,1,29,51,2,1,1,2,83
40232,3,1,1,73,2,1,2,2,8000
60022,210,4,18,19,2,1,2,6,7740
60027,85,2,16,41,2,1,1,2,2580
40347,73,2,27,43,2,1,3,3,15000
60029,84,2,10,40,2,1,1,6,6000
40332,83,4,14,20,2,2,2,2,8800
41106,18,2,5,55,2,2,2,1,10320
40353,8,4,23,36,2,1,2,4,10750
50036,92,2,26,38,1,1,1,4,2580
50082,65,6,7,31,2,1,1,1,5160
40260,75,1,27,76,2,1,1,3,3870
40331,51,1,25,42,2,2,2,4,12000
40003,45,1,18,69,2,2,2,3,6450
50046,189,3,25,32,2,2,1,2,5160
41353,16,1,2,61,1,1,1,1,8600
40174,45,1,13,50,2,2,3,4,13000
50014,138,1,27,41,2,1,1,4,860
41374,105,2,30,29,2,1,1,4,5160
40263,36,1,7,35,2,2,2,4,12000
40147,98,1,25,50,2,1,1,3,5160
40226,50,1,31,30,2,2,4,3,20000
60022,91,4,10,36,2,1,1,4,4730
60002,133,2,19,36,2,1,1,2,3440
60024,172,1,25,53,2,2,2,5,7740
50033,347,1,3,62,2,1,1,4,4000
50031,170,2,29,54,2,1,1,4,4730
60015,172,1,16,71,2,1,2,1,8600
50058,170,1,6,29,2,2,4,6,21500
40304,133,1,5,47,2,1,3,4,12900
42019,105,2,30,44,2,2,3,3,15050
40124,123,3,5,21,2,1,2,3,7740
40192,52,2,31,39,2,2,5,2,40000
41001,71,1,4,21,2,1,3,4,15480
40220,53,6,12,21,2,1,1,4,3010
40151,165,1,14,35,2,1,2,4,8600
40013,146,4,11,22,2,1,1,4,2580
40222,31,2,21,54,2,2,1,3,5360
40149,70,1,31,44,2,1,1,4,2150
40110,26,1,31,52,2,2,3,4,17200
40318,12,5,23,22,2,2,2,4,8000
50040,32,3,7,29,2,1,2,4,9000
40051,29,2,20,43,2,1,1,4,1720
40018,86,2,20,64,2,1,1,4,500
50071,20,3,12,32,2,2,2,4,8000
40431,95,1,21,57,2,2,2,4,6400
50006,92,1,21,60,2,1,1,1,4730
40391,11,1,12,34,2,1,2,4,6450
60010,26,1,31,44,2,1,2,6,6450
50083,55,1,25,42,2,1,1,4,6020
50007,29,3,29,37,2,1,2,4,10750
60042,139,1,30,34,2,1,2,6,7740
40253,17,2,26,60,2,1,2,4,8600
40154,21,1,21,35,2,1,2,4,6450
40278,111,3,11,18,2,1,1,4,1800
41312,93,2,7,32,2,1,1,4,3440
40414,29,1,13,42,2,1,1,4,5160
50010,125,5,18,35,2,1,2,1,7740
40236,7,3,27,22,2,1,3,3,15000
60002,168,3,13,15,2,1,1,3,1720
40316,134,1,9,62,2,2,5,5,72000
50037,102,1,28,58,1,2,2,1,13760
40271,38,1,18,51,2,2,5,3,51600
40130,114,1,12,73,2,1,1,4,1000
40315,244,1,27,66,2,1,2,4,9000
50069,209,1,17,58,2,1,2,1,10750
40207,58,1,6,74,2,1,2,3,9000
40313,4,2,9,56,2,2,2,3,7000
60005,94,1,8,61,2,1,1,6,2580
40300,95,2,19,54,2,1,1,4,5160
41243,106,2,30,29,2,1,1,4,1505
50028,90,1,22,59,2,1,2,6,7000
42347,84,1,30,33,2,1,2,4,7740
41317,97,2,15,41,2,1,1,4,6000
60023,64,1,20,52,2,1,1,6,2580
40187,20,1,21,42,2,2,2,3,8600
41294,15,1,8,22,1,2,1,2,8600
40215,45,2,27,53,2,1,1,1,5160
60021,12,1,32,47,2,1,2,1,6450
50047,10,2,22,51,2,2,2,3,6880
41335,65,2,28,45,1,1,1,3,6450
40152,128,1,4,44,2,2,2,4,9000
50016,315,1,15,29,2,1,1,2,3268
40408,101,3,8,21,2,2,3,2,15050
40336,22,1,27,32,2,2,2,3,7000
50076,127,5,25,27,2,1,2,4,6450
40185,87,3,11,22,2,2,2,4,10400
40038,97,2,16,28,2,1,3,4,12900
40374,86,3,18,17,2,2,3,1,16000
41092,127,2,30,59,2,1,1,4,3440
40167,8,2,24,38,2,2,2,4,8000
40332,49,4,3,40,2,2,4,4,23220
40340,25,1,26,27,2,2,3,4,17200
1625,87,1,26,24,1,2,2,4,10750
22330,253,2,27,27,2,1,2,4,9540
40071,98,7,2,32,1,2,2,4,12900
60010,111,5,14,15,2,1,1,6,2580
50057,285,2,6,44,2,1,1,3,4730
40358,17,2,24,51,2,1,1,4,4300
50009,235,1,26,59,1,2,1,4,8600
60023,137,1,27,30,2,1,2,6,8600
40409,95,3,18,60,2,1,2,1,6450
41365,85,1,8,26,1,2,2,2,11180
50031,38,2,19,60,2,1,1,2,1720
50138,186,1,23,54,2,2,1,4,6000
40369,49,3,23,53,2,1,2,4,8000
40127,102,4,18,32,2,1,2,4,8600
50057,267,2,6,34,2,2,1,4,5160
40308,37,2,6,28,2,2,3,1,12900
40144,19,1,21,30,2,1,1,4,2580
40274,169,2,18,41,2,2,4,4,23000
50018,185,3,15,18,2,1,2,1,8600
40016,199,2,9,63,2,1,1,4,5160
60001,83,1,8,43,2,2,2,6,6450
40227,30,4,5,35,2,1,1,3,3000
50130,349,2,30,42,2,2,3,4,16000
41142,58,2,10,31,2,2,1,2,5160
40316,36,4,19,20,2,1,2,4,6450
40388,30,2,32,57,2,1,1,3,6020
40063,93,2,8,45,2,1,2,4,7740
40130,49,2,32,48,2,2,2,4,7600
41249,36,4,5,19,2,1,4,4,30000
40245,63,2,12,57,2,2,2,4,8000
40370,87,2,19,43,2,1,1,4,1290
40380,114,1,16,29,2,2,1,4,6000
50044,252,1,31,34,2,1,2,2,7740
40054,117,2,18,48,2,2,2,1,6450
50066,135,2,22,42,2,2,2,3,12000
40268,53,2,13,40,2,1,2,4,7310
41399,93,1,4,41,2,2,4,4,20000
40560,118,2,21,56,2,1,2,4,6235
40237,99,2,7,53,2,1,2,4,7500
50003,194,6,3,23,2,2,3,5,15050
50032,87,3,17,21,2,2,1,2,6020
40363,26,1,21,51,2,2,3,4,15050
50041,220,1,14,32,2,1,2,2,8600
50012,191,5,16,22,2,2,3,2,15050
41401,16,2,2,53,1,1,1,3,2580
40021,203,3,19,52,2,1,1,4,4300
40334,68,1,16,35,2,2,2,4,11200
50066,138,1,2,46,1,2,1,2,6450
41365,134,1,7,35,2,1,2,2,9000
40387,142,1,7,41,2,2,1,4,6000
40264,234,2,27,47,2,1,1,4,2580
40347,91,1,2,31,1,2,1,2,8170
50072,202,2,28,45,1,1,1,4,1720
50028,15,2,29,63,2,1,2,1,6450
40094,61,1,31,38,2,2,1,4,5590
40126,25,1,32,45,2,1,2,4,8600
41161,12,3,5,23,2,1,2,4,7000
50027,39,1,24,64,2,1,1,6,5160
40321,123,1,12,58,2,1,2,1,8600
40271,78,2,11,29,2,1,2,4,9000
40217,27,1,13,62,2,1,1,4,6020
40097,37,2,20,50,2,1,1,2,6000
41294,77,2,15,30,2,2,2,4,11800
60001,93,1,26,29,1,2,2,3,10750
41065,6,3,7,47,2,2,2,3,9000
40224,61,3,1,21,2,2,2,4,10750
40014,22,1,8,30,2,2,3,4,18000
41154,54,1,2,42,1,1,1,4,5160
50066,180,2,22,21,2,1,2,4,7310
40063,79,1,31,59,2,2,2,3,9000
40352,117,1,28,29,2,2,4,2,23650
41131,4,1,10,28,2,1,2,4,10750
60004,165,1,27,52,2,1,1,6,1548
40110,38,1,32,34,2,2,2,4,10000
50001,150,1,15,29,2,2,3,4,12900
40301,91,3,14,20,2,2,2,4,7000
40080,74,3,4,26,2,1,1,4,4300
60004,63,3,5,18,2,2,1,2,6020
50072,258,1,4,52,2,1,1,4,5160
40343,47,2,11,38,2,2,2,2,8170
40303,38,3,5,27,2,2,4,4,20000
50067,53,3,5,30,2,1,1,1,4730
40003,81,1,15,29,2,2,2,4,11200
41263,75,1,2,31,1,2,2,4,12900
50015,54,1,24,49,2,1,1,3,3440
40010,148,1,28,43,2,2,5,4,40000
50052,394,3,16,29,2,2,3,4,14000
60005,194,4,20,45,2,1,1,1,1720
60034,276,1,13,53,2,1,2,1,8600
50024,288,2,18,50,2,2,2,4,9000
50014,343,3,27,33,2,1,2,4,6450
50035,173,2,18,65,2,1,1,4,645
40278,128,3,32,23,2,1,1,1,6000
40208,54,3,27,18,2,1,1,4,860
40063,110,1,28,30,2,1,1,4,5160
40324,19,3,11,20,2,2,2,2,7740
50058,41,2,11,40,2,1,2,4,12000
60020,238,2,15,33,2,1,2,4,6450
50019,31,3,12,35,2,1,2,3,10750
41051,15,2,5,26,2,2,2,4,6450
41020,26,1,28,51,1,2,1,3,6450
42203,69,1,30,62,2,1,2,4,6450
50005,65,1,1,31,2,1,3,4,16000
40049,9,1,4,66,2,1,1,4,3000
60031,196,4,27,18,2,1,1,6,2580
40246,62,1,25,24,2,2,2,4,9000
40301,77,2,25,58,2,2,3,3,17000
50177,211,1,5,29,2,1,1,4,430
50033,50,9,3,18,2,2,4,1,21500
40340,20,4,11,19,2,1,2,1,6880
41336,82,2,8,54,1,2,2,2,17200
40590,93,2,19,40,2,2,2,3,6450
40402,48,7,18,15,2,1,1,2,3096
50032,430,2,27,44,2,2,2,4,7000
60001,29,1,26,49,1,1,1,6,6450
40199,62,1,25,45,2,2,4,3,26000
50116,170,2,30,65,2,1,1,3,688
50049,83,2,26,49,2,2,3,2,12900
50022,67,1,12,23,2,1,1,4,5160
40148,18,3,7,46,2,2,3,4,14000
40081,136,2,25,30,2,2,4,4,30100
60013,14,1,23,52,2,2,3,4,15050
40337,38,5,14,36,2,1,2,2,10000
40380,76,1,5,38,2,2,3,2,14960
41298,336,2,15,17,2,1,1,3,4300
40135,23,4,8,17,2,1,2,1,6450
50048,185,1,21,47,2,1,1,6,4300
40336,29,2,20,32,2,2,2,4,10000
60021,25,1,4,19,2,2,1,6,5375
40102,68,1,17,65,2,1,2,2,6450
41288,189,2,7,31,2,1,1,3,3010
50008,240,3,30,18,2,1,1,3,645
50021,16,5,3,19,2,1,1,3,1720
41009,76,2,30,65,2,1,1,1,3225
41117,38,1,7,63,2,2,3,1,12900
40289,31,1,12,53,2,1,1,3,1290
40354,129,4,20,43,2,1,1,3,1500
40136,45,1,15,36,2,2,2,3,8600
60003,179,1,14,42,2,1,2,6,7740
50148,70,1,28,58,1,2,2,4,10750
41082,90,2,2,47,1,2,2,2,11180
40390,94,5,12,20,2,1,2,3,8600
41399,66,1,7,53,2,2,3,4,14000
50067,9,2,2,49,1,2,2,3,9460
41403,218,4,15,23,2,2,1,2,3000
40243,112,1,4,55,2,2,2,5,7000
40252,130,2,25,34,2,1,2,4,8600
40217,33,2,5,31,2,2,2,2,9830
40324,70,1,21,35,2,1,2,4,7740
41219,116,1,28,51,1,2,2,2,9890
40084,55,1,8,42,2,1,3,1,12900
40265,102,1,10,41,2,2,2,2,7740
40113,111,1,2,60,1,2,3,3,25800
40039,37,1,27,45,2,2,2,5,10000
50001,55,2,3,65,2,1,1,3,5160
50038,46,1,16,73,2,1,1,2,2580
40207,77,1,10,53,2,1,2,1,8600
60018,198,2,21,33,2,1,2,2,7310
50016,219,1,25,72,2,1,2,4,8000
60002,152,1,19,62,2,1,1,4,4800
40230,82,2,18,26,2,1,1,4,5160
40219,106,1,26,31,2,2,2,4,7310
40407,51,5,25,15,2,1,1,4,1720
40087,74,1,11,43,2,1,1,3,2150
40053,49,1,18,33,2,1,4,4,20000
41134,79,4,5,22,2,2,1,3,5160
50013,14,2,5,56,2,2,2,4,7310
60011,124,9,14,26,2,1,2,6,7740
40087,37,3,17,33,2,1,2,4,9000
50035,86,1,25,56,2,2,2,4,10320
40138,52,3,7,21,2,1,1,2,4300
40312,68,1,5,47,2,1,1,4,3440
40308,68,1,27,25,2,1,2,1,9030
40289,118,1,5,38,2,2,4,2,23100
40139,72,1,28,38,2,2,2,1,12040
40592,31,1,21,45,2,1,2,4,10000
40325,8,2,7,48,2,1,2,4,6450
50007,105,1,15,22,2,1,2,1,8170
60037,58,6,7,28,2,1,1,4,4300
50016,128,1,25,72,2,2,2,6,7740
40031,116,2,26,27,2,2,5,3,43000
40420,95,2,24,59,2,2,3,2,16340
40300,17,1,18,46,2,1,2,4,10750
50005,433,1,19,43,2,1,3,2,12900
40120,126,4,19,26,2,2,3,2,18000
40544,58,1,14,29,2,1,2,1,12040
40200,18,1,3,47,2,2,2,4,6840
40193,57,1,6,35,2,2,2,4,11600
60027,43,12,12,20,2,1,1,3,5400
60014,192,1,26,58,2,1,1,6,5160
60015,57,1,25,52,2,1,1,6,5160
40209,153,3,21,15,2,1,1,3,3440
50072,12,1,23,34,2,2,2,3,9460
50006,31,3,5,34,2,1,4,4,21500
50082,58,1,5,52,2,2,3,6,17200
40328,159,2,29,20,2,2,2,2,8600
40126,24,3,9,28,2,1,1,4,4515
50049,16,2,14,29,2,2,3,4,18000
41415,48,1,8,39,1,1,1,3,7740
41327,116,3,5,47,2,1,2,3,8600
41239,111,2,30,58,2,2,2,4,8400
40350,60,1,1,55,2,2,2,3,7740
40366,13,2,12,24,2,1,2,1,8600
40038,234,1,23,50,2,1,1,4,3000
22332,259,2,7,43,2,1,1,4,1075
40411,67,2,24,43,2,2,3,4,16000
40098,60,1,3,53,2,1,3,4,18000
50035,185,2,13,29,2,1,1,3,2408
40112,59,2,15,44,2,2,2,2,10200
40030,78,2,13,22,2,1,1,4,4300
40332,263,3,32,16,2,1,1,4,2150
50030,96,2,16,23,2,1,2,6,8600
40535,41,1,21,30,2,1,2,3,8600
40360,121,2,11,24,2,2,2,2,7310
40003,74,1,19,56,2,2,3,4,14000
60003,201,1,31,42,2,1,2,1,8600
40137,63,3,11,32,2,1,2,1,6450
50008,244,1,32,54,2,1,1,4,1720
40157,12,2,26,29,2,1,1,2,4300
23,342,1,32,30,2,2,2,1,12040
50043,88,1,20,53,2,1,2,6,6450
40192,96,2,23,42,2,2,1,4,6000
1636,175,2,5,46,1,1,1,3,4600
40071,42,3,12,21,2,1,2,2,8600
60008,31,1,10,32,2,1,1,6,3010
40430,41,4,9,19,2,1,1,2,5160
40047,341,1,1,44,2,2,2,1,9030
60009,191,4,15,22,2,1,1,2,6000
40295,128,1,20,36,2,1,1,4,2150
40350,44,1,1,33,2,1,2,2,12040
60006,197,1,7,57,2,1,1,6,3000
40225,7,4,14,29,2,1,2,3,6450
40171,84,2,3,35,2,2,4,4,28000
40295,36,1,20,39,2,1,3,1,12900
50038,343,2,20,20,2,1,2,4,7740
40114,99,2,4,23,2,2,4,4,23000
40115,63,3,20,40,2,2,1,4,6000
41148,61,1,2,54,1,1,1,4,3870
50001,109,2,18,42,2,2,2,4,7000
50058,5,4,6,18,2,1,1,3,5160
40311,60,1,17,55,2,1,2,1,6450
40050,55,1,11,50,2,2,2,2,7310
40040,57,2,21,21,2,2,1,4,6000
41218,98,1,30,42,2,1,1,1,5000
40351,100,1,11,25,2,2,3,4,12900
40126,61,3,1,29,2,1,1,4,4300
40062,38,3,4,26,2,1,2,1,6450
60019,227,2,10,55,2,2,2,4,12000
60012,489,2,6,43,2,1,2,6,8600
41380,4,3,30,60,2,1,2,1,8600
40397,58,1,29,23,2,1,1,3,4730
40096,21,1,32,37,2,2,2,3,8600
50034,6,1,28,47,2,2,2,4,8000
40287,147,1,14,33,2,2,3,4,14000
40290,95,1,5,62,2,2,1,2,860
40180,157,3,11,17,2,1,2,2,7310
41105,42,1,4,35,2,1,1,2,6000
50005,234,1,13,42,2,2,2,4,6720
40147,29,4,1,19,2,2,1,4,4300
40164,50,1,13,49,2,1,2,1,8600
