id,edad,estatura
10926,2,93.47
10927,5,117.4
10928,3,95.72
10929,6,120.02
10930,2,82.62
10931,4,104.27
10932,4,96.41
10933,4,96.93
10934,6,107.91
10935,3,90.28
10936,4,103.48
10937,3,91.32
10938,6,118.44
10939,4,99.78
10940,4,105.61
10941,3,103.81
10942,6,120.23
10943,3,101.44
10944,5,110.44
10945,6,118.8
10946,6,113.07
10947,5,107.43
10948,4,108.04
10949,3,88.2
10950,4,106.52
10951,6,107.17
10952,5,111.99
10953,3,93.8
10954,4,94.12
10955,4,102.06
10956,4,107.98
10957,5,109.66
10958,5,104.09
10959,4,100.88
10960,6,114.72
10961,4,106.36
10962,5,102.26
10963,3,92.89
10964,6,116.91
10965,2,93.94
10966,4,99.48
10967,4,108.83
10968,5,105.83
10969,2,83.21
10970,5,103.88
10971,3,99.35
10972,6,112.24
10973,3,97.22
10974,2,93.51
10975,4,103.75
10976,4,103.08
10977,5,110.18
10978,4,109.04
10979,3,96.77
10980,3,93.5
10981,5,104.46
10982,5,105.16
10983,3,91.34
10984,2,82.28
10985,3,95.82
10986,2,94.56
10987,2,91.36
10988,3,97.78
10989,3,90.72
10990,3,103.29
10991,6,119.75
10992,2,90.67
10993,6,114.11
10994,4,102.48
10995,2,90.31
10996,6,112.18
10997,4,102.8
10998,4,103.71
10999,6,113.65
11000,2,84.3
11001,6,123.43
11002,6,120.52
11003,3,103.15
11004,6,118.97
11005,5,103.72
11006,5,115.12
11007,6,122.68
11008,4,98.27
11009,3,93.84
11010,6,122.67
11011,4,95.34
11012,3,95.11
11013,6,118.19
11014,2,93.53
11015,6,112.69
11016,4,101.1
11017,4,108.06
11018,3,99.62
11019,6,122.51
11020,6,112.71
11021,3,102.62
11022,6,119.03
11023,2,89.13
11024,6,111.9
11025,3,90.23
11026,5,101.68
11027,2,93.55
11028,6,108.2
11029,3,99.63
11030,4,98.09
11031,6,121.33
11032,5,115.02
11033,5,103.06
11034,2,86.3
11035,6,120.53
11036,2,85.62
11037,4,109.71
11038,2,87.45
11039,2,85.76
11040,2,92.93
11041,6,115.12
11042,3,98.38
11043,6,121.99
11044,6,122.94
11045,2,94.5
11046,3,89.97
11047,6,113.15
11048,3,91.08
11049,3,88.68
11050,4,108.74
11051,3,101.02
11052,2,80.19
11053,2,84.94
11054,3,92.78
11055,2,83.27
11056,5,105.74
11057,2,92.17
11058,3,101.82
11059,6,108.7
11060,4,104.21
11061,4,106.58
11062,4,105.45
11063,5,103.39
11064,3,93.44
11065,3,98.01
11066,6,118.88
11067,4,107.53
11068,6,120
11069,6,123.59
11070,2,91.33
11071,6,120.4
11072,3,95.95
11073,3,102.06
11074,2,92.91
11075,2,87.75
11076,3,96.03
11077,3,96.21
11078,6,117.28
11079,5,108.04
11080,2,86.31
11081,5,108.06
11082,4,108.33
11083,4,95.07
11084,5,110.73
11085,4,101.92
11086,5,106.02
11087,4,103.07
11088,5,116.93
11089,6,124.72
11090,2,87.02
11091,3,101.88
11092,3,96.72
11093,3,90.32
11094,3,98.53
11095,3,101.83
11096,2,85.59
11097,5,105.43
11098,6,111.08
11099,5,115.39
11100,6,109.89
11101,5,106.34
11102,4,100.37
11103,3,103.85
11104,3,92.59
11105,3,97.16
11106,4,98.53
11107,4,104.43
11108,6,114.03
11109,4,101.42
11110,5,117.26
11111,5,109.34
11112,6,115.23
11113,5,111.52
11114,5,110.1
11115,3,88.92
11116,2,90.21
11117,2,93.93
11118,2,80.8
11119,4,104.58
11120,3,102.42
11121,2,82.62
11122,6,116.88
11123,2,94.49
11124,2,92.25
11125,3,94.38
11126,2,82.02
11127,5,102.77
11128,3,90.83
11129,5,115.38
11130,6,117.29
11131,5,115.56
11132,3,94.9
11133,5,107.22
11134,6,110.31
11135,2,92.09
11136,5,102.83
11137,3,93.93
11138,3,99.34
11139,3,91.64
11140,4,99.1
11141,6,114.62
11142,3,89.08
11143,5,102.15
11144,6,124.77
11145,2,91.38
11146,5,102.55
11147,6,120.82
11148,3,94.47
11149,2,93.64
11150,3,97.88
11151,6,107.08
11152,4,97.7
11153,4,107.55
11154,3,96.64
11155,3,89.29
11156,6,121.6
11157,6,120.78
11158,6,123.55
11159,2,86.78
11160,2,91.68
11161,5,111.27
11162,3,101.71
11163,5,111.59
11164,3,88.49
11165,5,115.57
11166,3,88.76
11167,4,96.07
11168,5,105.4
11169,4,97.01
11170,3,90.33
11171,4,102.88
11172,6,121.16
11173,2,82.63
11174,4,99.95
11175,3,94.17
11176,6,114.18
11177,6,112.14
11178,6,112.86
11179,6,114.27
11180,2,93.49
11181,2,92.45
11182,5,105.45
11183,4,104.66
11184,4,102.68
11185,6,116.42
11186,6,115.48
11187,5,115.22
11188,4,100.45
11189,2,93.66
11190,2,80.45
11191,4,106.18
11192,4,103.55
11193,5,110.07
11194,4,99.74
11195,2,84.1
11196,4,94.16
11197,5,115.61
11198,2,91.28
11199,4,96.55
11200,2,80.31
11201,5,117.85
11202,3,101.98
11203,5,104.18
11204,3,88.25
11205,6,107.83
11206,6,109.59
11207,3,89.71
11208,3,91.07
11209,6,119.13
11210,3,93.72
11211,5,116.38
11212,6,115.37
11213,2,89.64
11214,5,104.77
11215,2,86.22
11216,3,100.21
11217,3,100.02
11218,4,98.24
11219,4,103.04
11220,3,96.38
11221,4,94.75
11222,6,107.42
11223,4,105.67
11224,4,102.85
11225,6,115.23
11226,4,101.29
11227,2,82.56
11228,3,97.12
11229,2,88.92
11230,5,115.36
11231,2,93.17
11232,5,114.72
11233,3,96.09
11234,2,94.24
11235,4,103.03
11236,3,103.26
11237,4,94.72
11238,3,98.49
11239,2,87.82
11240,2,93.91
11241,6,123.91
11242,6,118.36
11243,6,110.25
11244,3,95.08
11245,5,100.68
11246,3,91.29
11247,6,112.97
11248,2,82.2
11249,5,101.63
11250,3,90.62
11251,6,112.78
11252,5,105.05
11253,3,102.98
11254,6,113.86
11255,6,120.36
11256,3,89.34
11257,3,90.95
11258,3,89.76
11259,3,90.64
11260,3,93.55
11261,5,111.15
11262,6,122.81
11263,2,89.56
11264,5,115.61
11265,3,88.37
11266,6,107.1
11267,3,94.28
11268,3,103.04
11269,2,80.48
11270,2,87.59
11271,6,124.51
11272,5,117.82
11273,3,91.42
11274,2,94.89
11275,3,89.92
11276,6,112.83
11277,2,84.69
11278,4,95.7
11279,4,106.45
11280,5,100.4
11281,3,102.77
11282,3,91.77
11283,2,83.82
11284,2,94.75
11285,4,108.91
11286,6,123.48
11287,2,84.75
11288,2,85.94
11289,4,103.64
11290,4,105.58
11291,2,85.04
11292,2,91.57
11293,2,87.52
11294,4,103.42
11295,4,101.81
11296,5,109.17
11297,6,123.01
11298,3,102.79
11299,6,123.8
11300,4,99.45
11301,6,118.48
11302,4,109.95
11303,5,108.03
11304,6,119.44
11305,6,121.56
11306,6,124.59
11307,6,119.18
11308,6,110.65
11309,2,90.65
11310,4,103.28
11311,2,85.27
11312,6,110.27
11313,5,102.14
11314,6,117.55
11315,2,93.66
11316,6,110.23
11317,4,97.68
11318,5,103.27
11319,2,85.45
11320,4,103.72
11321,4,97.42
11322,2,91.24
11323,2,94.68
11324,4,107.2
11325,4,98.14
11326,3,89.99
11327,3,89.34
11328,4,94.53
11329,4,109.59
11330,4,95.57
11331,4,95.28
11332,2,92.97
11333,5,114.27
11334,5,105.72
11335,5,112.96
11336,5,110.28
11337,6,123.45
11338,2,93.16
11339,2,90.35
11340,6,115.05
11341,4,103.24
11342,2,91.85
11343,2,81.13
11344,6,115.47
11345,2,87.23
11346,2,89.75
11347,2,84.07
11348,3,101.57
11349,2,94.95
11350,4,105.49
11351,5,113.36
11352,3,92.78
11353,6,117.82
11354,4,105.24
11355,2,91.04
11356,6,122.17
11357,2,80.51
11358,2,90.41
11359,2,91.8
11360,3,91.02
11361,4,94.98
11362,5,107.82
11363,6,114.16
11364,5,100.46
11365,4,100.59
11366,6,117.09
11367,3,95.43
11368,3,96.4
11369,3,100.34
11370,5,117.86
11371,6,119.34
11372,6,117.21
11373,4,98.1
11374,2,86.01
11375,6,124.02
11376,4,99.89
11377,4,103.75
11378,6,108.34
11379,5,113.6
11380,5,106.02
11381,2,82.77
11382,5,115.43
11383,4,104.27
11384,6,122.74
11385,5,107.29
11386,4,104.98
11387,2,87.26
11388,3,98.26
11389,6,118.18
11390,3,101.49
11391,2,88.45
11392,5,111.31
11393,3,94.84
11394,6,114.18
11395,4,109.55
11396,5,105.15
11397,5,109.84
11398,2,87.06
11399,6,122.51
11400,6,109.31
11401,5,103.61
11402,3,91.61
11403,2,90.45
11404,5,114.36
11405,2,92.9
11406,6,123.13
11407,6,117.4
11408,2,92.03
11409,5,117.23
11410,2,87.14
11411,5,113.59
11412,6,113.31
11413,2,85.69
11414,5,112.38
11415,2,93.92
11416,4,98.57
11417,4,98.8
11418,2,82.5
11419,2,86.47
11420,6,122.32
11421,4,97.44
11422,5,104.81
11423,2,93.95
11424,3,92.85
11425,2,84.48
11426,3,90.08
11427,4,94.58
11428,6,114.96
11429,5,116.95
11430,3,98.72
11431,2,82.32
11432,2,80.97
11433,3,90.51
11434,3,93.94
11435,6,107.93
11436,2,83.74
11437,5,111.38
11438,5,106.46
11439,5,107.04
11440,5,111.04
11441,3,94.82
11442,4,104.38
11443,4,105.19
11444,5,104.11
11445,2,82.99
11446,2,81.72
11447,3,90.35
11448,5,101.6
11449,4,104.38
11450,4,104.87
11451,3,89.88
11452,4,107.07
11453,5,111.43
11454,6,117.36
11455,3,97.41
11456,2,83.57
11457,2,88.06
11458,3,92.32
11459,6,123.47
11460,5,112.72
11461,6,115.01
11462,4,101.22
11463,5,105.19
11464,6,119.48
11465,6,111.7
11466,3,90.97
11467,6,123.68
11468,4,95.59
11469,2,81.73
11470,4,108.64
11471,2,92.73
11472,5,109.49
11473,4,100.55
11474,2,82.42
11475,4,102.9
11476,4,95.89
11477,3,96.4
11478,4,108.95
11479,4,100.25
11480,2,93.4
11481,4,108.1
11482,4,105.11
11483,6,122.82
11484,4,107.79
11485,3,96.09
11486,3,100.59
11487,4,102.85
11488,4,104.74
11489,4,95.6
11490,5,111.23
11491,5,113.72
11492,5,103.62
11493,5,110.36
11494,5,107.82
11495,3,101.5
11496,6,121.18
11497,4,108.86
11498,6,109.92
11499,5,101.51
11500,4,106.64
11501,2,87.33
11502,5,103.02
11503,5,101.97
11504,4,101.66
11505,5,112.15
11506,2,85.91
11507,4,108.24
11508,5,106.52
11509,5,105.07
11510,5,113.46
11511,5,110.01
11512,2,87.53
11513,4,94.21
11514,4,108.95
11515,6,114.21
11516,3,97.51
11517,3,99.67
11518,5,107.63
11519,4,101.05
11520,3,92.72
11521,2,82.77
11522,2,84.9
11523,6,112.87
11524,5,113.36
11525,4,105.6
11526,5,116.87
11527,3,92.7
11528,2,82.68
11529,3,97.2
11530,4,109.77
11531,4,108.72
11532,6,114.02
11533,6,109.17
11534,4,94.53
11535,2,91.24
11536,5,111.54
11537,5,111.57
11538,3,89.55
11539,4,107.45
11540,5,102.68
11541,6,119.75
11542,6,120.46
11543,4,105.86
11544,5,105.26
11545,6,107.39
11546,6,119.57
11547,2,83.77
11548,4,99.97
11549,4,98.98
11550,6,118.53
11551,6,115.84
11552,3,92.25
11553,6,123.67
11554,4,96.07
11555,3,101.22
11556,6,110.05
11557,5,113.41
11558,4,106.64
11559,6,114.07
11560,4,98.06
11561,4,94.93
11562,3,90.34
11563,5,115.05
11564,5,114.03
11565,5,111.62
11566,3,100.94
11567,2,94.11
11568,2,86.9
11569,5,108.67
11570,4,96.41
11571,2,86.24
11572,5,112
11573,4,99.75
11574,3,100.04
11575,4,104.36
11576,5,111.43
11577,6,107.56
11578,3,99.61
11579,2,81.9
11580,4,105.3
11581,5,111.48
11582,6,109.23
11583,4,100.58
11584,4,100.56
11585,5,101.54
11586,5,116.89
11587,5,104.67
11588,2,89.4
11589,2,86.24
11590,5,106.89
11591,6,119.58
11592,5,113.15
11593,2,87.63
11594,4,102.98
11595,6,115.74
11596,4,97.42
11597,4,101.77
11598,4,100.23
11599,2,90.46
11600,2,88.58
11601,4,96.74
11602,6,115.9
11603,2,86.73
11604,4,109.18
11605,3,101.05
11606,6,120.59
11607,2,85.59
11608,5,111.45
11609,3,100.85
11610,3,95.97
11611,3,92
11612,4,97.61
11613,5,111.1
11614,5,103.62
11615,6,116.08
11616,5,107.47
11617,3,98.19
11618,6,116.41
11619,2,84.57
11620,6,114.69
11621,4,96.47
11622,5,116.27
11623,6,109.53
11624,3,94.15
11625,6,116.45
11626,6,110.77
11627,6,115.47
11628,4,105.26
11629,6,124.22
11630,4,109.89
11631,2,89.84
11632,2,83.61
11633,4,97.74
11634,2,81.13
11635,2,90.4
11636,6,118.51
11637,6,115.92
11638,4,95.66
11639,2,85.06
11640,6,110.54
11641,3,101.56
11642,5,107.19
11643,6,114.47
11644,3,100.33
11645,3,100.44
11646,5,110.71
11647,2,94.36
11648,2,85.94
11649,2,87.09
11650,2,86.79
11651,2,84.9
11652,2,93.71
11653,2,83.38
11654,6,121.95
11655,3,92.73
11656,5,100.52
11657,5,109.79
11658,4,108.1
11659,5,115.01
11660,3,92.36
11661,5,100.3
11662,2,91.36
11663,2,87.22
11664,3,102.08
11665,5,100.11
11666,5,100.02
11667,5,102.86
11668,2,94.15
11669,2,80.15
11670,3,89.14
11671,3,91.29
11672,2,92.49
11673,5,109.07
11674,5,114.24
11675,3,93.9
11676,2,88.16
11677,2,82.3
11678,3,90.69
11679,3,90.59
11680,5,107.17
11681,5,112.68
11682,5,106.01
11683,4,100.29
11684,6,113.24
11685,5,108.68
11686,2,92.92
11687,6,122.57
11688,4,103.36
11689,2,90.78
11690,5,107.84
11691,5,114.17
11692,3,89.15
11693,5,114.86
11694,2,85.64
11695,4,107.37
11696,3,103.85
11697,5,113.6
11698,3,91.33
11699,3,90.08
11700,6,121.16
11701,2,90.21
11702,6,114.07
11703,2,85.76
11704,2,90.93
11705,5,113.78
11706,6,115.18
11707,2,84.55
11708,2,91.63
11709,5,109.9
11710,6,114.61
11711,3,103.88
11712,5,114.61
11713,5,106.46
11714,4,108.93
11715,4,98.47
11716,4,94.9
11717,5,115.63
11718,5,112.73
11719,3,99.53
11720,5,111.4
11721,6,108.56
11722,6,111.81
11723,2,88.49
11724,4,106.63
11725,2,93.15
11726,3,88.14
11727,4,104.88
11728,4,95.08
11729,4,97.51
11730,4,106.95
11731,3,97.45
11732,3,96.52
11733,5,110.26
11734,2,89.1
11735,6,117.81
11736,4,109.15
11737,2,89.2
11738,4,101.29
11739,2,83.71
11740,4,104.53
11741,5,105.3
11742,2,90.54
11743,2,85.76
11744,3,89.12
11745,5,111.2
11746,6,124.24
11747,2,92.85
11748,4,94.24
11749,5,104.64
11750,3,99.49
11751,3,96.07
11752,5,104.98
11753,6,107.09
11754,3,99.96
11755,5,105.09
11756,2,80.21
11757,4,96.25
11758,6,110.78
11759,5,103.03
11760,5,116.15
11761,3,100.1
11762,4,108.43
11763,6,115.12
11764,4,106.46
11765,5,100.94
11766,3,88.54
11767,3,94.07
11768,3,97.46
11769,4,97.73
11770,3,93.66
11771,2,86.05
11772,3,90.86
11773,5,103.02
11774,3,103.47
11775,5,110.87
11776,6,115.95
11777,6,116.38
11778,6,124.55
11779,4,101.48
11780,5,101.62
11781,4,101.57
11782,6,113
11783,2,94.8
11784,4,101.44
11785,4,99.36
11786,3,95.69
11787,6,122.15
11788,4,99.51
11789,5,100.6
11790,6,107.73
11791,6,117.71
11792,4,102.32
11793,5,117.23
11794,2,89.66
11795,6,112.4
11796,4,105.41
11797,4,100.57
11798,4,94.68
11799,4,104.92
11800,6,115.16
11801,5,103.65
11802,6,115.91
11803,5,114.37
11804,5,106.13
11805,2,94.34
11806,5,100.89
11807,3,96.52
11808,3,92.62
11809,2,92.69
11810,2,83.62
11811,6,110.33
11812,4,100.46
11813,4,104.4
11814,2,90.76
11815,6,116.46
11816,3,103.12
11817,2,91.98
11818,6,111.52
11819,2,86.11
11820,3,88.17
11821,5,104.51
11822,3,92.72
11823,2,83.69
11824,3,102.37
11825,6,118.18
11826,3,93.88
11827,5,114.9
11828,2,94.86
11829,3,92.65
11830,2,90.44
11831,4,102.97
11832,3,96.26
11833,2,86.8
11834,6,115.4
11835,5,106.58
11836,5,106.07
11837,6,109.63
11838,6,119.69
11839,2,92.25
11840,3,90.79
11841,3,88.47
11842,3,93.3
11843,2,83.9
11844,3,90.77
11845,3,96.71
11846,5,100.28
11847,3,100.29
11848,5,114.79
11849,2,94.68
11850,2,91.02
11851,2,81.85
11852,2,90.54
11853,5,108.81
11854,5,110.07
11855,6,108.18
11856,6,117.57
11857,3,90.63
11858,2,90.84
11859,4,105.33
11860,3,103.2
11861,2,83.55
11862,6,107.22
11863,4,105.81
11864,6,119.93
11865,6,116.21
11866,3,93.03
11867,6,123.2
11868,3,93.14
11869,5,114.63
11870,4,105.86
11871,6,118.72
11872,4,104.43
11873,5,109.37
11874,6,124.48
11875,5,102.7
11876,2,88.12
11877,4,97.51
11878,2,87.43
11879,3,99.42
11880,4,98.45
11881,2,93.91
11882,6,122.85
11883,3,101.29
11884,4,94.69
11885,6,123.87
11886,3,99.62
11887,2,87.33
11888,5,117.16
11889,2,83.54
11890,5,109.77
11891,4,99.6
11892,5,112.27
11893,6,120.39
11894,6,113.03
11895,4,101.41
11896,3,101.07
11897,4,101.32
11898,4,97.6
11899,6,109.09
11900,4,108.69
11901,3,102.87
11902,4,97.09
11903,2,82.36
11904,2,86.95
11905,3,97.92
11906,5,104.76
11907,3,89.67
11908,5,113.41
11909,4,109.11
11910,6,124.12
11911,3,95.53
11912,4,104.84
11913,5,107.24
11914,5,100.85
11915,6,119.04
11916,3,90.6
11917,2,93.77
11918,4,94.86
11919,6,122.03
11920,5,115.81
11921,4,102.66
11922,3,98.37
11923,3,100.1
11924,5,103.75
11925,3,95.3
11926,2,91.23
11927,3,94.51
11928,3,101.57
11929,2,87.14
11930,4,96.94
11931,6,119.47
11932,5,112.44
11933,5,115.33
11934,6,110.39
11935,2,88.02
11936,4,95.15
11937,4,98.96
11938,4,100.25
11939,3,91.08
11940,5,101.17
11941,4,102.28
11942,4,101.41
11943,2,88.46
11944,2,94.7
11945,2,90.22
11946,4,106.74
11947,3,93.66
11948,4,94.83
11949,6,109.2
11950,5,104.26
11951,6,123.58
11952,5,104.21
11953,3,92.38
11954,5,110.07
11955,4,101.18
11956,4,98.12
11957,5,102.01
11958,6,122.18
11959,4,106.94
11960,3,97.27
11961,3,92.25
11962,2,82.35
11963,6,112.35
11964,6,123.78
11965,2,88.73
11966,6,124.62
11967,5,113.08
11968,4,99.71
11969,2,81.82
11970,6,121.47
11971,3,98.78
11972,6,117.18
11973,4,108.71
11974,2,84.77
11975,3,96.1
11976,6,123.71
11977,4,108.87
11978,3,94.48
11979,6,122.87
11980,2,94.61
11981,4,102.49
11982,6,113.95
11983,5,111.17
11984,6,109.34
11985,6,112.49
11986,2,93.31
11987,5,103.51
11988,5,104.07
11989,6,124.73
11990,2,84.03
11991,2,91.36
11992,2,93.24
11993,2,88.36
11994,5,115.32
11995,6,116.58
11996,3,89.98
11997,6,107.41
11998,6,111.26
11999,5,106.68
12000,5,113.6
12001,2,88.04
12002,2,94.23
12003,3,98.72
12004,5,105
12005,4,108.03
12006,5,100.41
12007,3,93.88
12008,2,88.99
12009,4,97.69
12010,3,102.99
12011,5,112.04
12012,3,96.72
12013,2,83.63
12014,4,105.63
12015,3,95.05
12016,2,90.36
12017,4,106.54
12018,2,87.48
12019,3,97.55
12020,4,100.1
12021,6,115.64
12022,5,115.55
12023,5,114.68
12024,3,98.57
12025,2,85.29
12026,6,122.59
12027,2,88.62
12028,3,96.76
12029,2,90.76
12030,3,96.32
12031,6,118.5
12032,2,85.56
12033,6,108.87
12034,3,93.87
12035,4,99.01
12036,2,92.65
12037,3,90.45
12038,3,93.5
12039,3,91.27
12040,2,82.64
12041,5,111.83
12042,6,120.68
12043,5,107.85
12044,2,81.41
12045,6,111.76
12046,2,82.83
12047,2,87.21
12048,3,98.73
12049,4,99.62
12050,4,101.86
12051,6,112.84
12052,6,111.74
12053,2,92.61
12054,2,88.81
12055,4,100.62
12056,2,91.73
12057,2,81.99
12058,2,82.71
12059,6,121.12
12060,5,103.5
12061,3,90.53
12062,4,105.79
12063,4,99.95
12064,4,105.07
12065,4,102.45
12066,4,109.78
12067,6,124.29
12068,4,108.6
12069,4,102.9
12070,6,121.51
12071,3,98.5
12072,4,103.91
12073,5,110.25
12074,4,94.9
12075,4,100.12
12076,6,113.9
12077,2,94.17
12078,6,109.17
12079,2,92.22
12080,3,91.58
12081,3,99.12
12082,5,115.99
12083,4,102.18
12084,3,91.39
12085,6,110.35
12086,4,101.46
12087,3,88.36
12088,2,90.45
12089,5,117.64
12090,3,91.96
12091,4,105.27
12092,6,115.44
12093,2,85.72
12094,2,86.92
12095,2,93.99
12096,3,94.6
12097,5,104.53
12098,2,81.52
12099,2,90.44
12100,6,112.92
12101,5,115.9
12102,5,117.09
12103,2,87.05
12104,6,113.67
12105,5,107.26
12106,6,107.69
12107,3,98.7
12108,2,89.26
12109,3,93.67
12110,6,113.27
12111,6,124.96
12112,4,105.35
12113,5,108.35
12114,3,102.69
12115,3,95.08
12116,2,92.06
12117,4,100.8
12118,4,104.5
12119,3,89.08
12120,6,123.69
12121,3,97.69
12122,4,100.17
12123,3,96.71
12124,2,94.56
12125,6,116.68
12126,6,114.19
12127,2,89.71
12128,2,84.8
12129,6,113.89
12130,5,109.69
12131,6,117.76
12132,6,110.2
12133,3,97.27
12134,6,122.65
12135,5,115.52
12136,2,84.91
12137,2,87.49
12138,4,94.96
12139,2,82.27
12140,2,86.83
12141,2,84.51
12142,5,109.1
12143,3,90.5
12144,4,108.37
12145,6,118.16
12146,6,113.09
12147,3,93.14
12148,2,93.71
12149,6,122.44
12150,2,87.75
12151,4,98.49
12152,6,115.46
12153,4,96.83
12154,4,107.69
12155,4,106.86
12156,3,103.24
12157,2,84.64
12158,3,88.74
12159,4,107.26
12160,4,105.41
12161,2,81.67
12162,3,102.12
12163,3,91.81
12164,6,123.65
12165,3,90.7
12166,2,87.22
12167,5,117.17
12168,5,117.08
12169,2,84.05
12170,6,124.31
12171,3,90.77
12172,2,81.88
12173,2,80.81
12174,5,115.28
12175,3,96.77
12176,2,94.05
12177,2,83.9
12178,4,96.28
12179,5,108
12180,5,106.77
12181,2,88.28
12182,5,117.75
12183,2,86.37
12184,5,114.2
12185,6,111.65
12186,5,100.21
12187,2,85.87
12188,4,94.08
12189,5,113.36
12190,4,100.61
12191,5,102.03
12192,4,102.75
12193,6,111.21
12194,4,102.77
12195,6,114.13
12196,4,97.88
12197,4,97.1
12198,4,99.67
12199,5,100.57
12200,3,94.93
12201,4,95.29
12202,4,98.52
12203,6,118.37
12204,5,107.09
12205,4,102.19
12206,4,101.05
12207,5,102.24
12208,4,103.97
12209,4,94.76
12210,3,95.21
12211,5,112.47
12212,2,82.76
12213,3,98.21
12214,4,97.22
12215,6,116.25
12216,2,93.83
12217,6,120.77
12218,4,109.18
12219,5,109.93
12220,5,106.82
12221,4,94.29
12222,2,86.87
12223,4,103.57
12224,3,99.59
12225,3,97.31
12226,5,111.66
12227,4,108.04
12228,5,111.32
12229,2,89.56
12230,5,104.25
12231,2,89.36
12232,5,117.06
12233,4,99.68
12234,5,116.77
12235,5,109.85
12236,2,88.29
12237,5,105.75
12238,5,105.61
12239,3,101.37
12240,3,93.67
12241,3,93.91
12242,4,109.38
12243,2,80.71
12244,6,118.74
12245,2,94.36
12246,5,104.36
12247,5,104.51
12248,3,97.92
12249,5,114.55
12250,6,124.65
12251,2,89.99
12252,3,100.88
12253,6,124.46
12254,6,124.2
12255,6,116.06
12256,3,90.49
12257,2,88.48
12258,2,85.89
12259,6,113.38
12260,5,101.05
12261,5,112.56
12262,4,99.1
12263,3,99.76
12264,4,97.98
12265,2,81.09
12266,5,103.68
12267,6,107.09
12268,4,97.5
12269,6,111.7
12270,5,100.46
12271,3,100.06
12272,4,103.04
12273,6,117.24
12274,2,86.22
12275,6,112.54
12276,2,81.52
12277,4,107.46
12278,4,105.31
12279,5,106.15
12280,5,108.55
12281,2,89.64
12282,2,90.88
12283,3,88.69
12284,4,107.77
12285,6,111.25
12286,2,91.74
12287,5,116.41
12288,5,116.46
12289,6,109.63
12290,4,94.72
12291,5,108.28
12292,2,85.32
12293,3,103.41
12294,3,91.21
12295,3,96.6
12296,4,102.9
12297,3,91.31
12298,5,108.47
12299,3,102.41
12300,3,99.09
12301,3,102.79
12302,3,90.22
12303,2,86.6
12304,4,108.01
12305,5,112.56
12306,5,101.71
12307,4,109.05
12308,2,93.65
12309,6,107.67
12310,4,107.91
12311,6,109.75
12312,3,89.51
12313,4,100.47
12314,5,105.26
12315,6,124.36
12316,6,121.91
12317,6,123.6
12318,6,123.77
12319,5,105.01
12320,5,116.04
12321,5,117.44
12322,3,88.09
12323,4,97.62
12324,4,95.35
12325,6,107.36
12326,2,94.14
12327,5,113.58
12328,6,122.14
12329,3,89.42
12330,4,102.27
12331,6,110.09
12332,4,102.67
12333,3,91.05
12334,3,91.07
12335,3,90.38
12336,5,113.05
12337,5,113.82
12338,4,103.01
12339,4,104.74
12340,6,108.16
12341,6,117.32
12342,6,110.79
12343,5,110.56
12344,2,83.6
12345,3,91.16
12346,5,100.17
12347,3,103.4
12348,5,113
12349,2,93.31
12350,4,98.59
12351,2,93.78
12352,6,110
12353,5,100.63
12354,6,116.22
12355,6,108.39
12356,4,103.36
12357,6,122.1
12358,6,113.32
12359,2,85.29
12360,2,87.88
12361,3,93.32
12362,3,93.33
12363,3,93.64
12364,6,118.02
12365,5,106.3
12366,4,102.97
12367,2,80.68
12368,2,90.29
12369,3,92.89
12370,3,93.35
12371,5,102.77
12372,6,111.69
12373,6,113.53
12374,5,105.36
12375,4,109.16
12376,6,111.62
12377,4,98.85
12378,5,114.96
12379,4,104.99
12380,3,93.37
12381,4,96.01
12382,3,93.2
12383,3,93.45
12384,5,100.45
12385,3,92.84
12386,3,99.22
12387,3,100
12388,5,104.14
12389,5,104.91
12390,6,109.24
12391,4,104.1
12392,3,91.12
12393,6,119.73
12394,5,114.21
12395,3,98.96
12396,6,112.27
12397,5,105.77
12398,4,96.74
12399,5,104.78
12400,4,96.99
12401,3,103.92
12402,5,106.26
12403,5,102.96
12404,4,109.23
12405,3,90.41
12406,5,107.07
12407,5,102.71
12408,2,91.21
12409,5,116.14
12410,6,107.07
12411,3,92.83
12412,5,108.9
12413,2,89.13
12414,5,111.63
12415,2,91.89
12416,6,114.93
12417,2,91.48
12418,3,101.24
12419,2,91.59
12420,2,94.44
12421,3,90.98
12422,5,116.81
12423,3,92
12424,2,88.83
12425,6,114.87
12426,3,101.44
12427,6,118.49
12428,6,110.39
12429,4,105.17
12430,4,94.57
12431,3,96.25
12432,4,97.57
12433,4,107.11
12434,5,100.72
12435,6,118.93
12436,2,87.79
12437,3,97.01
12438,5,111.25
12439,3,103.31
12440,2,93.62
12441,5,105.81
12442,6,116.98
12443,5,114.75
12444,2,85.13
12445,5,103.34
12446,5,112.4
12447,3,92.55
12448,2,90.6
12449,2,86.72
12450,3,90.49
12451,5,115.49
12452,4,108.28
12453,6,120.64
12454,3,95.21
12455,5,113.15
12456,5,103.43
12457,4,102.52
12458,6,124.3
12459,6,109.48
12460,6,114.85
12461,5,115.71
12462,6,121.38
12463,2,85.51
12464,5,114.24
12465,2,94.6
12466,6,112.52
12467,5,100.79
12468,6,115.8
12469,3,96.66
12470,5,101.91
12471,6,124.05
12472,5,103.12
12473,5,114.79
12474,4,107.33
12475,4,97.07
12476,2,93.22
12477,2,93.23
12478,2,84.23
12479,2,89.99
12480,2,85.7
12481,6,121.87
